linha_produto,cod_item,desc_global,score,method
"ATENOLOL + CLORTALIDONA (25MG+12,5MG COMPRIMIDO SIMPLES)",86488,atenolol 25 mg com,0.5251221341026526,tfidf
ATORVASTATINA (10MG COMPRIMIDO),86491,atorvastatina cálcica 10 mg com rev,0.7648409488933781,tfidf
ATORVASTATINA (20MG COMPRIMIDO),86492,atorvastatina cálcica 20 mg com rev,0.7601759073433675,tfidf
ATORVASTATINA (40MG COMPRIMIDO),86493,atorvastatina cálcica 40 mg com rev,0.7498451768313557,tfidf
ATORVASTATINA (80MG COMPRIMIDO),86491,atorvastatina cálcica 10 mg com rev,0.7274118631962998,tfidf
AVENTAL CIRURGICO EST EG C/PUNHO 50G SMS,84153,avental proced n/ cirurgico impermeavel polipropileno 50g/m² - manga longa c/ punho -não estéril ,0.4852973165024104,tfidf
AVENTAL CIRURGICO EST G C/PUNHO 40G TNT,84154,avental de tnt manga longa com punho 30g,0.571977252931952,tfidf
AVENTAL CIRURGICO EST G C/PUNHO 50G SMS,84153,avental proced n/ cirurgico impermeavel polipropileno 50g/m² - manga longa c/ punho -não estéril ,0.5003589222352878,tfidf
AVENTAL MANG LONG C/ELAST 20G TNT,84154,avental de tnt manga longa com punho 30g,0.5317838011172451,tfidf
AVENTAL MANG LONG C/ELAST 20G TNT BRANCO,84154,avental de tnt manga longa com punho 30g,0.494303551764752,tfidf
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,84154,avental de tnt manga longa com punho 30g,0.5607669247849506,tfidf
AVENTAL MANG LONG C/ELAST 40G TNT BRANCO,84154,avental de tnt manga longa com punho 30g,0.489816455523092,tfidf
AZACITIDINA (100MG PO LIOF SUS INJ SC FA) ,93616,"citidina + uridina + hidroxocobalamina 2,5 mg + 1,5 mg + 1,0 mg cap (etna)",0.2661336188976244,tfidf
AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),102396,nexium 20mg comprimido revestido,0.3651203361806575,tfidf
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,86499,azitromicina 500 mg com rev,0.6451427040734782,tfidf
AZITROMICINA DI-HIDRATADA (500MG PO LIOF SOL INFUS IV FA) ,86500,azitromicina 500 mg po liof inj fa,0.6978093689389084,tfidf
AZITROMICINA DI-HIDRATADA (900MG PO LIOF SOL INFUS FA),86500,azitromicina 500 mg po liof inj fa,0.6486898464590172,tfidf
"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",86501,aztreonam 1 g po liof inj fa,0.9213160498690146,tfidf
AZUL DE CRESIL BRILHANTE 100ML,87710,verde brilhante 100 mg/ml amp 1 ml esteril,0.4987011422288062,tfidf
BACITRACINA ZINCICA+SULFATO DE NEOMICINA TOPICO (5MG+250UI/G BG POM),87022,neomicina + bacitracina 5 mg/g + 250 ui/g pom derm bg 15g,0.6296248843499168,tfidf
BACLOFENO SOLIDO (CP/CAP/PO) ORAL,86502,baclofeno 10 mg com,0.752833918063069,tfidf
BANHO LEITO-TOALHA UMED ANTISSEPTICA TNT,115151,"toalha para banho 50g 1,00 x 1,00m pct c/ 20",0.38279112612837607,tfidf
BARREIRA PROTETORA- RIODERM PROTECTION,112391,"capa protetora descartavel transparente esteril 1,20 x 0,80",0.2811865067737635,tfidf
BELIMUMABE (120MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.3174979995951159,tfidf
BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),104233,"adalimumabe 20 mg/ 0,2 ml sol inj ser preenc humira ",0.3390486241054529,tfidf
BELIMUMABE (400MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),86603,golimumabe 50mg sol inj iv fras 4 ml simponi,0.3195772697741521,tfidf
BENZILPENICILINA BENZATINA (300.000UI/ML SUS INJ IM FA 4ML),86508,benzilpenicilina benzatina 1.200.000 ui sus inj im fa 4 ml benzetacil,0.7665583575356265,tfidf
BENZILPENICILINA POTASSICA (5.000.000UI PO INJ IM/IV FA) ,86509,benzilpenicilina potássica 5.000.000 ui sol inj fa,0.9126282952676809,tfidf
BENZILPENICILINA PROCAINA+BENZILPENICILINA POTASSICA ( 400.000UI INJ IM),86509,benzilpenicilina potássica 5.000.000 ui sol inj fa,0.8275333803732127,tfidf
BENZOATO DE ALOGLIPTINA,86933,linagliptina 5 mg com rev,0.3349095275906205,tfidf
BENZODIAZEPÂ¿NICOS SOLIDO (CP/CAP/PO)ORAL,86707,diazepam 5 mg com,0.2837748490521895,tfidf
BENZOILMETRONIDAZOL (40 MG/ML SUSPENSÂ¿O ORAL 100ML),86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.7764729997443144,tfidf
BENZOILMETRONIDAZOL (40 MG/ML SUSPENSÂ¿O ORAL 120ML),86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.7850741624071682,tfidf
BESILATO DE ANLODIPINO (10MG CPR SIMPLES),86483,anlodipino 5 mg com,0.6235871201791737,tfidf
BESILATO DE ANLODIPINO (5MG CPR SIMPLES),86483,anlodipino 5 mg com,0.628030409015871,tfidf
BESILATO DE ANLODIPINO SOLIDO (CP/CAP/PO) ORAL,86483,anlodipino 5 mg com,0.6535776288940299,tfidf
"BESILATO DE ATRACURIO (10MG/ML SOL INJ IV 2,5ML)",107224,"imatinibe, mesilato 100mg com rev genérico",0.17981232017870252,tfidf
BESILATO DE ATRACURIO (10MG/ML SOL INJ IV AMPOLA 5ML),86494,"atropina 0,25 mg/ml sol inj amp 1 ml",0.22078737067146684,tfidf
BESILATO DE CISATRACURIO (2MG/ML SOL INJ IV AMP 10ML) ,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.18259705980829552,tfidf
BESILATO DE CISATRACURIO INJETAVEL (2MG/ML SOL INJ IV AMP 5ML),83644,agua para injetaveis sol inj amp 10 ml,0.24588205361620732,tfidf
"BETABLOQUEADORES (160MG COMPRIMIDO) 
",86517,"betametasona, fosfato dissodico + betametasona, acetato 3 mg/ml + 3 mg/ml sus inj amp 1 ml",0.09374877166320193,tfidf
BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.2837713164520766,tfidf
BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML),112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.28802722898821237,tfidf
BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),102396,nexium 20mg comprimido revestido,0.37250379064119304,tfidf
BICARBONATO DE SODIO (84MG/ML SOL INJ IV FRASCO SISTEMA FECHADO 250ML),87321,"bicarbonato de sodio 8,4% 250 ml fr sistema fechado",0.7873047004049784,tfidf
BICARBONATO DE SODIO INJETAVEL (84MG/ML SOL INJ IV AMP 10ML),86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",0.7211505335825859,tfidf
BILASTINA,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.19387048332531243,tfidf
"BIMATOPROSTA (0,1MG/ML SOLUCAO OFTALMICA FRASCO GOTEJADOR 3ML)",87193,solucao oftalmica optive 15 ml,0.4163247963553393,tfidf
"BIMATOPROSTA (0,3MG/ML SOLUCAO OFTALMICA FRASCO GOTEJADOR 3ML)",87193,solucao oftalmica optive 15 ml,0.4122972694348203,tfidf
"BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",87193,solucao oftalmica optive 15 ml,0.287475303154718,tfidf
BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),83650,bisacodil 5 mg drg,0.4866215238085918,tfidf
BISSULFATO DE CLOPIDOGREL (150MCG/ML SOL INJ 1ML),86643,clopidogrel 75 mg com rev,0.6215759993095203,tfidf
BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),86643,clopidogrel 75 mg com rev,0.7025190906474831,tfidf
BLOOD STOP-CURATIVO REDONDO AD BEGE,84230,curativo redondo antiseptico rl c/ 500 und,0.4326193350485669,tfidf
BLOOD STOP-CURATIVO REDONDO AD BRANCO,84230,curativo redondo antiseptico rl c/ 500 und,0.44252651688264333,tfidf
BOLSA COLOSTOMIA / ILEOSTOMIA,87968,bolsa sensura 1 para colo e ileostomia peca (ref: 15570) ,0.5779752221233648,tfidf
BOLSA COLOSTOMIA 30MM SACO PLASTICO200ML,92785,bolsa colostomia sensura mio (ref: 10451),0.38367740217845364,tfidf
BOLSA COLOSTOMIA 50MM SACO PLASTICO200ML,92785,bolsa colostomia sensura mio (ref: 10451),0.38944673289944315,tfidf
"BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",87071,oxacilina 500 mg po liof inj fa,0.18389822159749242,tfidf
BROMAZEPAM (3MG COMPRIMIDO SIMPLES) B1,86531,bromazepam 3 mg com,0.7297279248232419,tfidf
"BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.6379989841672074,tfidf
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.9016217436567343,tfidf
BROMIDRATO DE CITALOPRAM (20MG COMPRIMIDO) C1,86763,"escitalopram, oxalato de 20 mg com rev",0.47931945166033857,tfidf
BROMOPRIDA (10MG COMPRIMIDO),86535,bromoprida 10 mg com,0.9288888871753154,tfidf
BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),86536,bromoprida 4mg/ml solução oral 20 ml ,0.6729677560330622,tfidf
BROMOPRIDA (5MG/ML SOL INJ IM/IV AMPOLA 2ML),86537,bromoprida 5 mg/ml sol inj im/iv amp 2 ml,0.9123792003863177,tfidf
"BUDESONIDA (0,25MG/ML SUSPENSAO PARA NEBULIZACAO FRASCO 2ML)",86539,"budesonida 0,5 mg/ml sus p/ nebulizacao flac 2 ml",0.6957402571641941,tfidf
"BUDESONIDA (0,50MG/ML SUSPENSAO PARA NEBULIZACAO FRASCO 2ML)",86539,"budesonida 0,5 mg/ml sus p/ nebulizacao flac 2 ml",0.7009339186253507,tfidf
BUDESONIDA (32MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.5157666222454372,tfidf
BUDESONIDA (64MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.5168825410648321,tfidf
BUPRENORFINA (10MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.36031906491690674,tfidf
BUPRENORFINA (20MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.35937142810982287,tfidf
BUPRENORFINA (5MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.3623801005729608,tfidf
"BUSSULFANO (6,0MG/ML SOL INFUS IV FA 10ML)",87279,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,0.19519839268139264,tfidf
BUTILBROMETO DE ESCOPOLAMINA (10MG COMPRIMIDO),86766,escopolamina 10 mg com rev,0.6087802781301177,tfidf
BUTILBROMETO DE ESCOPOLAMINA (10MG/ML SOLUCAO ORAL 20ML),86767,escopolamina 10 mg/ml sol or fr 20 ml ,0.5736783355035249,tfidf
BUTILBROMETO DE ESCOPOLAMINA (20MG/ML SOLUCAO INJETAVEL IV/IM/SC 1ML),86769,escopolamina 20 mg/ml sol inj 1 ml amp,0.5789561631955622,tfidf
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA INJETAVEL (500+4MG/ML INJ 5ML),87123,dipirona monoidratada 1 g com,0.5441366527522576,tfidf
"BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA LIQUIDO (333,4+6,67MG/ML SOL OR  20ML) ORAL",86770,"escopolamina, butil + dipirona 6,67 mg/ml + 333,4 mg/ml sol or gt 20 ml",0.6268718938774501,tfidf
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA SOLIDO (250+10MG COMPRIMIDO) ORAL ,87123,dipirona monoidratada 1 g com,0.5686414768987489,tfidf
"CABAZITAXEL INJETAVEL (60MG INJ IV 1,5ML C/DIL 4,5ML)",83644,agua para injetaveis sol inj amp 10 ml,0.19136582770127383,tfidf
"CABAZITAXEL INJETAVEL (60MG SOL INJ  FA X 1,5ML + DIL FA X 4,5 ML)",83644,agua para injetaveis sol inj amp 10 ml,0.21803817832571082,tfidf
CALCITRAN D3 400UI CP,86556,"calcitriol 0,25 mcg cap gel mole",0.30613048279848726,tfidf
CAMPO OPER 25X28 13G RADIOPA EST DIONE,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.20462809861655615,tfidf
CAMPO OPER 25X28 17G RADIOPA EST VITORIA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.21917266678678343,tfidf
CAMPO OPER 45X50 15G HELENA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.2295604545201219,tfidf
CAMPO OPER 45X50 18G HELENA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.2310868544116075,tfidf
CAMPO OPER 45X50 18G RADIOPA HELENA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.1998557893211082,tfidf
CAMPO OPER 45X50 25G RADIOPA VALENTINNA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.18293636724814863,tfidf
CAMPO OPER 45X50 25G VALENTINNA,88027,campo operatorio 10 x 9cm esteril (c/4 camadas) delicato,0.20597145147325568,tfidf
CANDESARTANA CILEXETILA (16MG COMPRIMIDO) USO ORAL/ADULTO,86559,candesartana cilexetila 8 mg com,0.806356255521758,tfidf
CANDESARTANA CILEXETILA (8MG COMPRIMIDO) USO ORAL/ADULTO,86559,candesartana cilexetila 8 mg com,0.8245916570252764,tfidf
"CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA (16MG + 12,5 MG)",86559,candesartana cilexetila 8 mg com,0.70840916566953,tfidf
CANULA GUEDEL  NÂ¿ 1 TAMANHO 70MM,111147,canula de guedell estéril nº 1,0.49002054534520184,tfidf
CANULA GUEDEL  NÂ¿ 2 TAMANHO 80MM,111148,canula de guedell estéril nº 2,0.4928208633525438,tfidf
CANULA GUEDEL  NÂ¿ 3 TAMANHO 90MM,111149,canula de guedell estéril nº 3,0.4874502730747777,tfidf
CANULA GUEDEL  NÂ¿ 4 TAMANHO 100MM,111150,canula de guedell estéril nº 4,0.49835082062814007,tfidf
CANULA GUEDEL  NÂ¿ 5 TAMANHO 110MM,111151,canula de guedell estéril nº 5,0.46679564419369235,tfidf
CAPECITABINA (150MG COMPRIMIDO REVESTIDO),106817,capecitabina 500 mg com rev,0.7421123710725015,tfidf
CAPECITABINA (500MG COMPRIMIDO REVESTIDO),106817,capecitabina 500 mg com rev,0.7770851193238004,tfidf
CAPTOPRIL (25MG COMPRIMIDO),86562,captopril 25 mg com,0.8948189337716365,tfidf
CAPTOPRIL (50MG COMPRIMIDO),86563,captopril 50 mg com,0.9218743592865964,tfidf
CARBAMAZEPINA (200MG COMPRIMIDO SIMPLES ADULTO/PEDIATRICO VIA ORAL) C1,86565,carbamazepina 200 mg com,0.5866390603593699,tfidf
CARBAMAZEPINA (400MG COMPRIMIDO SIMPLES) C1,86566,carbamazepina 400 mg com,0.7719251000215104,tfidf
CARBAMAZEPINA LIQUIDO ( 20MG/ML SUS OR 100ML C1) ORAL,86564,carbamazepina 20 mg/ml sus or fr 100 ml,0.7498295524818148,tfidf
"CARBAZITAXEL (40MG SOL INJ IV FRASCO AMPOLA 1ML + DILUENTE 1,5ML)",87063,omeprazol 40 mg po liof inj fa + diluente,0.38665203375402457,tfidf
CARBOMER 340  TOPICO  (2MG/G GEL OFT 10G),86567,"carbômer 2 mg/g + sorbitol 48,5 mg/g gel oft bg 10 g",0.5158096654514093,tfidf
"CARBOMER+SORBITOL TOPICO (2,0+48,5MG/G GEL OFT 10G)",86567,"carbômer 2 mg/g + sorbitol 48,5 mg/g gel oft bg 10 g",0.8339041368427816,tfidf
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,86569,"litio, carbonato de 300 mg com",0.8781520620672532,tfidf
CARBOPLATINA (10MG/ML SOL INJ IV 45ML),84936,carbofor ,0.1837639299246405,tfidf
CARBOPLATINA (10MG/ML SOL INJ IV FRASCO 15ML),84742,frasco de aspiracao 5l,0.24222757208777013,tfidf
CARBOPLATINA (10MG/ML SOL INJ IV FRASCO 5ML),84742,frasco de aspiracao 5l,0.25254289296396554,tfidf
CARBOXIMALTOSE FÃRRICA,86571,carboximaltose férrica 50 mg/ml sol inj iv amp 10 ml ferinject,0.6184591177603299,tfidf
CARFILZOMIBE,107750,perfil mini cap 1 peça op 20 - 55mm com filtro alterna ref: 17444,0.05259533776541637,tfidf
CARMABAZEPINA (200MG CPR LIB PROL) C1,87072,oxcarbazepina 300 mg com rev,0.30238074353967603,tfidf
CARMELOSE SODICA (5MG/ML SOLUCAO OFTALMICA 15ML),86573,carmelose 5 mg/ml sol oft fr got 5 ml,0.5464101098534859,tfidf
"CARVEDILOL (12,5MG COMPRIMIDO)",86575,"carvedilol 12,5 mg com",0.9543869503961886,tfidf
CARVEDILOL (25MG COMPRIMIDO),86576,carvedilol 25 mg com,0.9103611595379466,tfidf
CARVEDILOL (3.125MG COMPRIMIDO),86577,"carvedilol 3,125 mg com",0.8666623000318031,tfidf
"CARVEDILOL (6,25MG COMPRIMIDO)",86578,"carvedilol 6,25 mg com",0.9122708940912144,tfidf
CATETER INTRAVENOSO 14G,87886,cateter intravenoso c/ dispositivo segurança 14g jelco,0.6537937599958085,tfidf
CATETER INTRAVENOSO 14G TEFLON,87886,cateter intravenoso c/ dispositivo segurança 14g jelco,0.5511634953607767,tfidf
CATETER INTRAVENOSO 16G DISP SEG,87887,cateter intravenoso c/ dispositivo segurança 16g jelco ,0.6573566623965218,tfidf
CATETER INTRAVENOSO 16G TEFLON,87887,cateter intravenoso c/ dispositivo segurança 16g jelco ,0.5495719027781216,tfidf
CATETER INTRAVENOSO 18G DISP SEG,87888,cateter intravenoso c/ dispositivo segurança 18g jelco,0.6518430995673191,tfidf
CATETER INTRAVENOSO 18G TEFLON,87888,cateter intravenoso c/ dispositivo segurança 18g jelco,0.5422979871214378,tfidf
CATETER INTRAVENOSO 20G DISP SEG,87889,cateter intravenoso c/ dispositivo segurança 20g jelco ,0.6460425709147545,tfidf
CATETER INTRAVENOSO 20G TEFLON,87889,cateter intravenoso c/ dispositivo segurança 20g jelco ,0.5346465803403193,tfidf
CATETER INTRAVENOSO 22G DISP SEG,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.653891888829901,tfidf
CATETER INTRAVENOSO 22G TEFLON,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.5450007958995821,tfidf
CATETER INTRAVENOSO 24G DISP SEG,92795,cateter intravenoso c/ dispositivo segurança 24g (neo) jelco,0.6346464239165216,tfidf
CATETER INTRAVENOSO 24G TEFLON,92795,cateter intravenoso c/ dispositivo segurança 24g (neo) jelco,0.5295664612622005,tfidf
CATETER INTRAVENOSO PERIFERICO SIMPLES 24G,92795,cateter intravenoso c/ dispositivo segurança 24g (neo) jelco,0.4424060408703654,tfidf
CATETER NASAL INFANTIL 10 FR S/GARRA,84925,aminoven infantil 10% 100ml fr,0.36906486649710624,tfidf
CATETER NASAL NEONATAL 6 FR,104479,cateter nasal p/ o2 tipo óculos 4fr neonatal ,0.7079825029116722,tfidf
CATETER NASAL TIPO OCULOS ADULTO 10 FR,87494,"cateter nasal p/ o2 tipo oculos adulto 1,5m",0.9105608443897653,tfidf
CAVILON SPRAY,88061,cavilon spray 28ml np,0.8169574818108085,tfidf
CEFALEXINA (50 MG/ML PO P/ SUS OR FR 60ML),86579,cefalexina 50 mg/ml sus or fr 100 ml,0.8739310537194167,tfidf
CEFALEXINA MONOIDRATADA (500MG COMPRIMIDO),86581,cefalexina monoidratada 500 mg com rev,0.9303738204046847,tfidf
CEFALOTINA SODICA (1G PO INJ IM/IV 10 ML),86582,cefalotina  sodica 1 g po liof inj fa,0.850661158738296,tfidf
CEFAZOLINA SODICA (1G PO INJ IV 10 ML),83652,cefazolina  sodica 1 g po liof inj fa,0.8598457568764231,tfidf
CEFOTAXIMA SODICA (1G PO SOL INJ IV/IM),86586,cefoxitina sódica 1 g po liof inj fa,0.32736752466493124,tfidf
CEFOXITINA SODICA (1000MG PO INJETAVEL),86586,cefoxitina sódica 1 g po liof inj fa,0.7687098319461181,tfidf
CEFTAZIDIMA INJETAVEL (1G PO IV/IM),86317,ceftazidima 1 g po liof inj fa,0.7724121578329727,tfidf
CEFTRIAXONA (1G PO INJ IV FA),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.8493402956053736,tfidf
CEFUROXIMA SODICA (750MG PO SOL INJ IV/IM FA),86321,cefuroxima sodica 750 mg po liof inj fa,0.837137295236338,tfidf
CETOCONAZOL 200MG CP,86328,cetoconazol 200 mg com,0.8589723141313126,tfidf
CETOCONAZOL TOPICO (20MG/G CREME BISNAGA) ,86328,cetoconazol 200 mg com,0.5451437776303593,tfidf
CETOPROFENO (100MG PO INJ IV),86329,cetoprofeno 100 mg po liof iv fa,0.8364613217283988,tfidf
CETOPROFENO (1MG/ML SOL INJ IV 100ML),86329,cetoprofeno 100 mg po liof iv fa,0.7518463940203928,tfidf
CETOPROFENO (50MG CAPSULA),86329,cetoprofeno 100 mg po liof iv fa,0.7689941050131927,tfidf
CETOPROFENO (50MG/ML INJ IM 2ML),86329,cetoprofeno 100 mg po liof iv fa,0.7228385822841116,tfidf
CICLOFOSFAMIDA MONOIDRATADA SOLIDO (50MG CP),86341,ciclofosfamida monoidratada 50 mg com rev lib retard genuxal,0.6832455471464828,tfidf
CICLOSPORINA (100MG CAPSULA),86338,ciclobenzaprina 10 mg com rev,0.21169952034778175,tfidf
CICLOSPORINA (100MG/ML SOL OR FR 50ML),86338,ciclobenzaprina 10 mg com rev,0.19651324945571735,tfidf
CICLOSPORINA (25MG CAPSULA),86340,ciclobenzaprina 5 mg com rev,0.2065129737960032,tfidf
CICLOSPORINA (50MG CAPSULA),86340,ciclobenzaprina 5 mg com rev,0.21077556756934665,tfidf
CICLOSPORINA (50MG/ML SOL DIL INFUS IV 1ML),112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.22792080062448317,tfidf
CIMETIDINA (150MG/ML SOL INJ INJ IV AMPOLA 2ML),83676,gentamicina 40 mg/ml sol inj amp 2ml,0.25395105096652226,tfidf
CINARIZINA (75MG COMPRIMIDO),92944, flunarizina 10mg ,0.4898041523799333,tfidf
CIPROFIBRATO (100 MG COMPRIMIDO),86626,ciprofloxacino 500 mg com rev,0.34153853215248475,tfidf
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 100ML ),86349,ciprofloxacino 2 mg/ml sol inj bols 100 ml,0.7278619776906625,tfidf
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,0.7200218500356561,tfidf
"CISPLATINA (0,5MG/ML SOL INJ IV 20ML)",113736,propofol 10mg/ml sol inj fa 20ml,0.2036316871855393,tfidf
CISPLATINA (1MG/ML SOL INJ IV 100ML),87034,nistatina 100.000 ui/ml sus or fr 50 ml,0.15726904043463819,tfidf
CISPLATINA (1MG/ML SOL INJ IV 50ML),86459,alteplase 50 mg (1mg/ml) po liof inj fa,0.15523850618278537,tfidf
"CISTEÂ¿NA, MAGNÂ¿SIO BISGLICINATO, BITARTARATO DE COLINA, GLICINA E COENZIMA Q10",86983,"metoprolol, tartarato 100 mg com rev",0.18053313583999603,tfidf
CITARABINA (100 MG/ML SOL INJ IV FRASCO AMPOLA 5ML),106817,capecitabina 500 mg com rev,0.2399728507219151,tfidf
CITARABINA (100MG/ML SOL INJ IV 10ML),106817,capecitabina 500 mg com rev,0.21924356588194172,tfidf
CITARABINA (100MG/ML SOL INJ IV 1ML),106817,capecitabina 500 mg com rev,0.22108565193895507,tfidf
CITARABINA (20MG/ML SOL INJ IV/SC FA 5 ML),106817,capecitabina 500 mg com rev,0.2175317245519594,tfidf
CITARABINA (50MG/ML SOL INJ IV/SC 10ML),106817,capecitabina 500 mg com rev,0.2220282593238872,tfidf
CITRATO DE CLOMIFENO (50MG CP SIMPLES),115379,"tamoxifeno, citrato 20 mg comp rev sandoz",0.2957890165835483,tfidf
"CITRATO DE FENTANILA + DROPERIDOL (0,0785MG/ML + 2,5MG/ML SOL INJ IV/IM AMP 2ML) A1",86734,"droperidol 2,5 mg/ml sol inj im/iv amp 1 ml",0.5787605688052773,tfidf
CITRATO DE SILDENAFILA (25MG COMPRIMIDO),83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.2614494359884926,tfidf
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 1ML) A1 ,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.6226918372511023,tfidf
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 5ML) A1,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.6249501198441054,tfidf
CITRATO DE SUFENTANILA (5MCG/ML INJ IV/EPI 2ML) A1,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.616872255238689,tfidf
CITRATO DE TAMOXIFENO (10MG CP REV) ,87222,tamoxifeno 20 mg com rev,0.7590267115201144,tfidf
CITRATO DE TAMOXIFENO (20MG CP REV),87222,tamoxifeno 20 mg com rev,0.7632306549974016,tfidf
CLARITROMICINA (250MG/5ML SUS OR 60ML),83656,claritromicina 50 mg/ml sus or fr 60 ml,0.791328511254073,tfidf
CLARITROMICINA (500MG CPR REV),86629,claritromicina 500 mg po liof inj fa,0.7619100608552309,tfidf
CLARITROMICINA (500MG PO LIOF INJ IV 20ML),86629,claritromicina 500 mg po liof inj fa,0.872581161422356,tfidf
CLARITROMICINA (500MG PO LIOF INJ IV 30ML),86629,claritromicina 500 mg po liof inj fa,0.8538913556690169,tfidf
CLINDAMICINA (150MG/ML INJ 4ML),86630,clindamicina 150 mg/ml sol inj amp 4 ml,0.8119652891590775,tfidf
"CLONAZEPAM (0,25MG COMPRIMIDO) ",86635,"clonazepam 0,5 mg com",0.9073057303098688,tfidf
"CLONAZEPAM (2,5MG/ML SOLUCAO ORAL FRASCO 20ML) B1",86636,clonazepam 2 mg com,0.6785022384702508,tfidf
CLONAZEPAM (2MG COMPRIMIDO) B1,86636,clonazepam 2 mg com,0.8812463348050604,tfidf
CLONIDINA (150MCG/ML SOL INJ 1ML),86638,"clonidina 0,10 mg com",0.6612902877509216,tfidf
CLONIXINATO DE LISINA (125MG COMPRIMIDO),86638,"clonidina 0,10 mg com",0.2588892425952774,tfidf
CLONIXINATO DE LISINA (250MG COMPRIMIDO),86638,"clonidina 0,10 mg com",0.26640787504924385,tfidf
CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPR SOLIDO (125+5MG COMPRIMIDO),86340,ciclobenzaprina 5 mg com rev,0.489488753075482,tfidf
CLORAMBUCILA (2MG COMPRIMIDO),86633,"clomipramina, cloridrato 25 mg com rev",0.09574995664500548,tfidf
