linha_produto,cod_item,desc_global,score,method
MALEATO DE SUNITINIBE ( 25MG CAP),86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.74,fuzz_token_set
"MALEATO DE SUNITINIBE (12,5MG CAP) ",86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.72,fuzz_token_set
MALEATO DE SUNITINIBE SOLIDO ( 50MG CAPSULA) ORAL ,86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.68,fuzz_token_set
"MALEATO DE TIMOLOL+TRAVOPROSTA LIQUIDO (0,04+5 MG/ML SOL OFT 2,5 ML) OFTALMICO",87252,tobramicina 3 mg/ml sol oft 5 ml,0.68,fuzz_token_set
MALHA TUBULAR,104761,"malha tubular esteril 15cm x 1,50m",1.0,fuzz_token_set
MANITOL INJETAVEL (200MG/ML IV 250ML),87311,manitol 20% 250 ml fr sistema fechado,0.62,fuzz_token_set
MASCARA CIRURGICA TRIPLA C/ELAST C/CLIP,87804,mascara descartavel tripla c/ clips c/ elastico,0.7,fuzz_token_set
MASCARA DESC KN95 S/VALV,87656,mascara resp 3m desc dobravel pff2s 9920h ,0.67,fuzz_token_set
MAX SLIP (LUBRIFICANTE) SPRAY 750ML,87538,preservativo de latex s/ lubrificante,0.61,fuzz_token_set
MAX SLIP(LUBRIFICANTE) PRONTO USO 1L,87538,preservativo de latex s/ lubrificante,0.65,fuzz_token_set
MELFALANA (2MG COMPRIMIDO),87051,"olanzapina 2,5 mg com",0.68,fuzz_token_set
MELFALANA (50MG SOLUCAO INJETAVEL 10ML),87016,nalbufina 10 mg/ml sol inj amp 1 ml,0.71,fuzz_token_set
MELOXICAM (15MG COMPRIMIDO),87006,morfina 10 mg com,0.69,fuzz_token_set
MERCAPTOPURINA (50MG COMPRIMIDO),86563,captopril 50 mg com,0.71,fuzz_token_set
MEROPENEM  (500MG PO),86954,meropenem 1 g po liof inj fa,0.8,fuzz_token_set
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),86954,meropenem 1 g po liof inj fa,0.75,fuzz_token_set
MEROPENEM 2G PO,86954,meropenem 1 g po liof inj fa,0.89,fuzz_token_set
MESILATO DE DABRAFENIBE SOLIDO (75MG CP),86958,mesilato de lenvatinibe 4 mg cap dura lenvima,0.65,fuzz_token_set
MESILATO DE DOXAZOSINA (2MG COMPRIMIDO),86733,doxazosina 2 mg com,0.85,fuzz_token_set
MESILATO DE DOXAZOSINA (4MG COMPRIMIDO),86733,doxazosina 2 mg com,0.85,fuzz_token_set
MESILATO DE IMATINIBE (100MG CPR REV),107224,"imatinibe, mesilato 100mg com rev genérico",0.89,fuzz_token_set
MESILATO DE IMATINIBE (400MG CPR REV),117417,"imatinibe, mesilato 400mg com rev ct bl al plas pvc/pvdc opc x 30 glimatin",0.89,fuzz_token_set
MESILATO DE LENVATINIBE,87402,mesilato de lenvatinibe 10 mg cap dura lenvima,1.0,fuzz_token_set
MESNA (100MG/ML SOLUCAO INJETAVEL IV AMPOLA 4ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.81,fuzz_token_set
METADONA (10MG COMPRIMIDO) A1,86962,metadona 10 mg com,0.89,fuzz_token_set
METADONA (10MG/ML SOLUCAO INJETAVEL 1ML) A1,86963,metadona 10 mg/ml sol inj amp 1 ml,0.81,fuzz_token_set
METADONA (5MG COMPRIMIDO) A1,86964,metadona 5 mg com,0.89,fuzz_token_set
METILDOPA (250MG CP REV),86970,metildopa 250 mg com rev,0.83,fuzz_token_set
METILDOPA (500MG CP REV),86970,metildopa 250 mg com rev,0.78,fuzz_token_set
"METILSULFATO DE NEOSTIGMINA  (0,5 MG/ML INJ 1 ML)",87024,"neostigmina 0,5 mg/ml sol inj amp 1 ml",0.87,fuzz_token_set
METOTREXATO (100MG/ ML SOL INJ IV FA 10ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.71,fuzz_token_set
METOTREXATO (100MG/ ML SOL INJ IV FA 5ML),87047,ocrelizumabe 30 mg/ml sol inj iv fa 10 ml ocrevus,0.69,fuzz_token_set
METOTREXATO (100MG/ML SOL INJ/DIL INFUS IV/IM/IT FA 10ML),116736,addaven sol inj amp 10ml,0.67,fuzz_token_set
METOTREXATO (25MG/ML SOL INJ/DIL INFUS IV/IM/IT FA 20ML),113736,propofol 10mg/ml sol inj fa 20ml,0.72,fuzz_token_set
METOTREXATO (25MG/ML SOL INJ/DIL INFUS IV/IM/IT FA 2ML),87279,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,0.62,fuzz_token_set
"METOTREXATO DE SODIO (2,5MG CP)",87284,valproato de sodio 250 mg cap mole,0.67,fuzz_token_set
METRONIDAZOL (5MG/ML SOL INJ IV FA SIST FECH 100ML),86988,metronidazol 5 mg/ml sol inj bols 100 ml ,0.77,fuzz_token_set
MICAFUNGINA SODICA INJETAVEL ( 100MG PO LIOF),86989,micafungina 100 mg po liof inj fa,0.75,fuzz_token_set
MICAFUNGINA SODICA INJETAVEL ( 50MG PO LIOF),86989,micafungina 100 mg po liof inj fa,0.73,fuzz_token_set
MICOFENOLATO DE SODIO (360MG CP),87284,valproato de sodio 250 mg cap mole,0.66,fuzz_token_set
MICONAZOL (20MG/G CR 28G),87305,voriconazol 200 mg com rev,0.65,fuzz_token_set
MICROTUBO,83777,mouse usb optico,0.48,fuzz_token_set
MIDAZOLAM (1MG/ML SOL INJ IV/IM/RET AMP 5ML) B1,86995,midazolam 5 mg/ml sol inj amp 3 ml,0.87,fuzz_token_set
MIDAZOLAM (5MG/ML SOL INJ IV/IM AMP 3ML) B1,86995,midazolam 5 mg/ml sol inj amp 3 ml,0.87,fuzz_token_set
"MIDAZOLAM (5MG/ML SOL INJ IV/IM/RET AMP 10ML) B1
",86995,midazolam 5 mg/ml sol inj amp 3 ml,0.87,fuzz_token_set
MIDOSTAURINA (25MG CAP),87045,nortriptilina 25 mg cap dura,0.61,fuzz_token_set
MIRTAZAPINA SOLIDO (30MG CP ORODISP) C1,86999,mirtazapina 30 mg com orodispersiveis,0.73,fuzz_token_set
MISOPROSTOL (200MCG CP VAGINAL) C1,87001,misoprostol 25 mcg ,0.76,fuzz_token_set
MISOPROSTOL (25MCG CP VAGINAL) C1,87001,misoprostol 25 mcg ,0.76,fuzz_token_set
MITOXANTRONA INJETAVEL (2MG/ML SOL INJ IV 10ML),83644,agua para injetaveis sol inj amp 10 ml,0.7,fuzz_token_set
MMIRABEGRONA (50MG COMPRIMIDO) comprimido revestido de liberaÃ§Ã£o prolongada,102396,nexium 20mg comprimido revestido,0.68,fuzz_token_set
MOFETILA (500MG CP),92918,nitrofurantoína 100 mg cap,0.56,fuzz_token_set
MONITOR DE GLICOSE,87215,supositorio de glicerina adulto,0.57,fuzz_token_set
MONONITRATO DE ISOSSORBIDA (40MG COMPRIMIDO),86883,"isossorbida, mononitrato 40 mg com",0.94,fuzz_token_set
MONOSSIALOGANGLIOSIDEO  (100MG SOLUCAO INJETAVEL 5ML),87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,0.63,fuzz_token_set
"MORFINA (0,1MG/ML SOLUCAO INJETAVEL 1ML) A1",87007,morfina 10 mg/ml sol inj amp 1 ml,0.79,fuzz_token_set
MORFINA (1 MG/ML SOLUCAO INJETAVEL 2 ML) A1,87005,morfina 1 mg/ml sol inj amp 2 ml embalagem esteril,0.94,fuzz_token_set
MOXIFLOXACINO+FOSFATO DISSODICO DE DEXAMETASONA LIQUIDO (5+1MG/ML SOL OFT 5ML),87011,moxifloxacino 5 mg/ml + dexametasona 1 mg/ml sol oft fr got 5 ml,0.87,fuzz_token_set
MUPIROCINA TOPICO (20MG/G BG POM),87015,mupirocina 20 mg/g pom derm bg 15g,0.76,fuzz_token_set
Metronidazol 100mg,86988,metronidazol 5 mg/ml sol inj bols 100 ml ,0.8,fuzz_token_set
NAPROXENO SOLIDO (550MG COMPRIMIDO),86849,prednisolona 5 mg com,0.68,fuzz_token_set
NIFEDIPINA (20MG COMPRIMIDO ),87027,nifedipino 20 mg com,0.92,fuzz_token_set
NIFEDIPINO (10MG COMPRIMIDO) ,87026,nifedipino 10 mg com,0.97,fuzz_token_set
NILOTINIBE SOLIDO ( 200MG CAP),87030,nilotinibe 200 mg cap dura tasigna,0.75,fuzz_token_set
NILOTINIBE SOLIDO (150MG CAP),87030,nilotinibe 200 mg cap dura tasigna,0.69,fuzz_token_set
NIMESULIDA (100MG COMPRIMIDO),87031,nimesulida 100 mg com,0.98,fuzz_token_set
NIMESULIDA BETACICLODEXTRINA (400 MG CP),87031,nimesulida 100 mg com,0.76,fuzz_token_set
NISTATINA  (100.000UI/ML SUSP FR 50ML),87034,nistatina 100.000 ui/ml sus or fr 50 ml,0.85,fuzz_token_set
NISTATINA TOPICO (25.000 UI/G CREM VAG),87035,nistatina 25.000 ui/g cr vag bg 60g,0.83,fuzz_token_set
NISTATINA+OXIDO DE ZINCO TOPICO (100.000UI+200MG/G POM),87033,nistatina 100.000 ui/g + óxido de zinco 200 mg/g pom derm bg 60g ,0.81,fuzz_token_set
NITAZOXANIDA (20MG/ML PO SUSP OR 100ML C/SER),86564,carbamazepina 20 mg/ml sus or fr 100 ml,0.61,fuzz_token_set
NITAZOXANIDA LIQUIDO (20MG/ML PO SUSP OR 45ML C/SER),86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.57,fuzz_token_set
NITAZOXANIDA SOLIDO (500MG COMPRIMIDO),102397,nitrazepam 5mg com  - sonebon,0.65,fuzz_token_set
NITROFURANTOINA (100MG COMPRIMIDO),92918,nitrofurantoína 100 mg cap,0.86,fuzz_token_set
NITROGLICERINA INJETAVEL (5MG/ML INJ 10ML),87040,nitroglicerina 5 mg/ml sol inj amp 10 ml,0.78,fuzz_token_set
NITROGLICERINA INJETAVEL (5MG/ML INJ 5ML),87040,nitroglicerina 5 mg/ml sol inj amp 10 ml,0.74,fuzz_token_set
NITROPRUSSETO DE SODIO (25MG/ML PO LIOF SOL INJ FA VD AMB + AMP DIL X 2ML),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.72,fuzz_token_set
NORFLOXACINO SOLIDO (400MG COMPRIMIDO) ,87140,propranolol 40 mg com,0.64,fuzz_token_set
OCITOCINA (5UI/ML INJ IV/IM 1ML),83688,ocitocina 5 ui/ml sol inj amp 1 ml,0.79,fuzz_token_set
"OFATUMUMABE INJETAVEL ( 20MG/0,4 ML SOL INJ SC 0,4ML )",116877,"golimumabe 50mg/0,5ml sol inj caneta 0,5 ml simponi",0.66,fuzz_token_set
OLANZAPINA (10 MG CP),87050,olanzapina 10 mg com rev,0.91,fuzz_token_set
OLANZAPINA (5MG COMPRIMIDO) C1,87052,olanzapina 5 mg com rev,0.86,fuzz_token_set
"OLANZAPINA 2,5MG (C1)",87051,"olanzapina 2,5 mg com",0.8,fuzz_token_set
OLEATO DE MONOETANOLAMINA ( 50MG/ML INJ 2ML),86777,etanolamina 50 mg/ml sol inj amp 2 ml,0.72,fuzz_token_set
OLEO CICATRIZANTE GIRASSOL 100ML DERMAEX,87055,oleo mineral fr 100ml,0.65,fuzz_token_set
OLEO CICATRIZANTE GIRASSOL 200ML DERMAEX,84958,impact 200ml ,0.59,fuzz_token_set
OLEO DE IMERSAO 100ML,87055,oleo mineral fr 100ml,0.76,fuzz_token_set
OLEO GIRASSOL HIDRATANTE 100ML,84142,alcool opticare ihs gel hidratante 1400ml,0.65,fuzz_token_set
OLEO GIRASSOL HIDRATANTE 200ML,84143,alcool opticare ihs gel hidratante 500ml,0.63,fuzz_token_set
OLEO MINERAL LIQUIDO (100%  SOL OR 100 ML),87055,oleo mineral fr 100ml,0.73,fuzz_token_set
OLEO MINERAL LIQUIDO (100% 100ML SOL OR),87055,oleo mineral fr 100ml,0.92,fuzz_token_set
"OMALIZUMABE (75MG SOL INJ SC SER 0,5ML)
",87107,omalizumabe 150 mg sol inj ser preenc 1 ml xolair ,0.77,fuzz_token_set
OMALIZUMABE INJETAVEL (150MG SOL INJ SC SER 1ML),87107,omalizumabe 150 mg sol inj ser preenc 1 ml xolair ,0.76,fuzz_token_set
OMEPRAZOL (20MG CAPS GELATINOSA DURA),87061,omeprazol 20 mg cap dura lib retard,0.74,fuzz_token_set
OMEPRAZOL (40MG COMPRIMIDO),87064,omeprazol magnésico 10 mg com rev,0.84,fuzz_token_set
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),87063,omeprazol 40 mg po liof inj fa + diluente,0.77,fuzz_token_set
"ORTOFTALALDEIDO 0,55% 1L",84212,"clorexidina alcoolica 0,5% 100ml",0.56,fuzz_token_set
"ORTOFTALALDEIDO 0,55% 5 LITROS",84107,hipoclorito de sodio 1% 5l,0.48,fuzz_token_set
OSTEONIL 20MG SERINGA PRE 2ML,88084,seringa dosadora oral 20ml ,0.65,fuzz_token_set
OSTEONIL MINI 10MG/ML SERINGA PRE 1ML,110695,"primovist 181,43mgl/ml solução injetável, seringa pré-cheia 10ml",0.69,fuzz_token_set
OSTEONIL PLUS 40MG SERINGA PRE 2ML,85017,pre nan ,0.6,fuzz_token_set
OXACILINA SODICA ( 500MG PO LIOF INJ),87071,oxacilina 500 mg po liof inj fa,0.83,fuzz_token_set
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,86762,"escitalopram, oxalato de 10 mg  com rev",0.92,fuzz_token_set
OXALATO DE ESCITALOPRAM (20MG COMPRIMIDO) C1,86763,"escitalopram, oxalato de 20 mg com rev",0.92,fuzz_token_set
OXALATO DE ESCITALOPRAM (20MG/ML SOLUCAO ORAL 15ML) C1,86764,"escitalopram, oxalato de 20 mg/ml sol or fr gt 15 ml",0.85,fuzz_token_set
OXALIPLATINA (100MG PO LIOF INJ IV FA),87071,oxacilina 500 mg po liof inj fa,0.84,fuzz_token_set
OXALIPLATINA INJETAVEL ( 5MG/ML SOL INJ IV 10ML),83644,agua para injetaveis sol inj amp 10 ml,0.7,fuzz_token_set
OXALIPLATINA INJETAVEL (50MG PO LIOF INJ IV),87071,oxacilina 500 mg po liof inj fa,0.71,fuzz_token_set
OXALIPLATINA INJETAVEL (5MG/ML SOL INJ IV 20ML),86437,agua para injetaveis sol inj amp 20 ml,0.7,fuzz_token_set
OXCARBAZEPINA (300MG COMPRIMIDO) C1,87072,oxcarbazepina 300 mg com rev,0.89,fuzz_token_set
OXCARBAZEPINA (600MG COMPRIMIDO) C1,87072,oxcarbazepina 300 mg com rev,0.85,fuzz_token_set
OXCARBAZEPINA (60MG/ML SUS OR 100ML) C1,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.88,fuzz_token_set
OXIDO DE ZINCO + VITAMINA A + VITAMINA D,87033,nistatina 100.000 ui/g + óxido de zinco 200 mg/g pom derm bg 60g ,0.68,fuzz_token_set
OXIMAX (DESINCRUSTANTE ACIDO) 1L,111591,saco de lixo infectante branco 50l,0.59,fuzz_token_set
OXIMAX (DESINCRUSTANTE ACIDO) 5L,111591,saco de lixo infectante branco 50l,0.62,fuzz_token_set
PACLITAXEL  (6MG/ML (30MG) INJ IV 5ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.63,fuzz_token_set
PACLITAXEL ( 6MG/ML (150MG) INJ IV 25ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.64,fuzz_token_set
PACLITAXEL (6MG/ML (300MG) INJ IV 50ML),86995,midazolam 5 mg/ml sol inj amp 3 ml,0.61,fuzz_token_set
"PACLITAXEL (6MG/ML SOL INJ IV FRASCO AMPOLA 16,7ML)",106331,etilefrina 10mg/ml sol inj amp 1ml,0.67,fuzz_token_set
PALBOCICLIBE (100MG CAP DURA),87082,palbociclibe 125 mg cap dura ibrance,0.88,fuzz_token_set
PALBOCICLIBE (125MG CAP DURA),87082,palbociclibe 125 mg cap dura ibrance,0.88,fuzz_token_set
PALBOCICLIBE (75MG CAP DURA),103669,palbociclibe 75mg cap dura ibrance,1.0,fuzz_token_set
PALIPERIDONA SOLIDO (6MG COMPRIMIDO),92932,prucaloprida 2mg resolor ,0.63,fuzz_token_set
PALMITATO DE RETINOL+COLECALCIFEROL+OXIDO DE ZINCO (1000 UI/G+400 UI/G+100 MG/G BISNAGA 45G),86666,colecalciferol 7.000 ui com rev,0.71,fuzz_token_set
PAMIDRONATO DISSODICO (60MG PO LIOF SOL INJ IV FA + AMP DIL 10ML),87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.9,fuzz_token_set
PAMIDRONATO DISSODICO (90MG PO LIOF SOL INJ IV FA + AMP DIL 10 ML),87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.95,fuzz_token_set
PAMIDRONATO DISSODICO (90MG PO LIOF SOL INJ IV FA),87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.86,fuzz_token_set
PANTOPRAZOL SODICO (40MG PO LIOF SOL INJ IV FA + DIL AMP 10ML),87094,pantoprazol 40 mg po liof inj fa,0.9,fuzz_token_set
PANTOPRAZOL SODICO SESQUI-HIDRATADO ( 40MG CP VP),87093,pantoprazol 40 mg com rev,0.61,fuzz_token_set
PANTOPRAZOL SODICO SESQUI-HIDRATADO (20MG CP),87093,pantoprazol 40 mg com rev,0.61,fuzz_token_set
PANTOPRAZOL SODICO SESQUI-HIDRATADO (40MG PO SOL INJ IV FA + AMP DIL 10ML),116736,addaven sol inj amp 10ml,0.8,fuzz_token_set
PAPEL LENCOL,83804,papel lencol 50 x 50 100% celulose,1.0,fuzz_token_set
PARACETAMOL LIQUIDO (200MG/ML SOL OR 15ML),87097,paracetamol 200 mg/ml sol or fr got 15 ml ,0.77,fuzz_token_set
PARACETAMOL SOLIDO (75MG COMPRIMIDO),87101,paracetamol 750 mg com,0.82,fuzz_token_set
PARACETAMOL SOLIDO (CP/CAP/PO) ORAL,87101,paracetamol 750 mg com,0.67,fuzz_token_set
PARACETAMOL+FOSFATO DE CODEINA (30+500MG CP) A2,87098,paracetamol + codeina 500 mg + 30 mg com,0.8,fuzz_token_set
PARECOXIBE SODICO INJETAVEL (40MG PO LIOF INJ IV/IM ),87102,parecoxibe sódico 40 mg po liof inj fa,0.87,fuzz_token_set
PARECOXIBE SODICO INJETAVEL (40MG/2ML PÂ¿ SOL INJ IV/IM ),87102,parecoxibe sódico 40 mg po liof inj fa,0.71,fuzz_token_set
"PEGFILGRASTIM (10MG/ML SOL INJ SC SER PREENCH 0,6 ML + AGU COM SIST SEGURANÂ¿A)
",102105,"filgrastim 300 mcg sol inj ser preenc 0,5 ml zarzio ",0.66,fuzz_token_set
PEMETREXEDE DISSODICO (100MG PO LIOF SOL INJ IV FA),86583,cefepima 1 g po liof inj fa,0.68,fuzz_token_set
PEMETREXEDE INJETAVEL (100MG PO LIOF INJ IV 15ML),83644,agua para injetaveis sol inj amp 10 ml,0.61,fuzz_token_set
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ IV 50ML VP),86955,meropenem 500 mg po liof inj fa,0.59,fuzz_token_set
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ),86955,meropenem 500 mg po liof inj fa,0.66,fuzz_token_set
PEMETREXEDE INJETAVEL (500MG PO LIOF IV 30ML) ,86955,meropenem 500 mg po liof inj fa,0.57,fuzz_token_set
PERINDOPRIL ARGININA;INDAPAMIDA;BESILATO DE ANLODIPINO,111003, perindopril arginina 5mg - acertil,0.77,fuzz_token_set
PEROXIDO DE HIDROGENIO (10 VOL 1 LITRO ALMOTOLIA),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.55,fuzz_token_set
PEROXIDO DE HIDROGENIO (10 VOL 100ML ALMOTOLIA),111262,agua oxigenada 10 vol 100ml,0.62,fuzz_token_set
PEROXIDO DE HIDROGENIO (10 VOL 100ML),111262,agua oxigenada 10 vol 100ml,0.62,fuzz_token_set
PEROXIDO DE HIDROGENIO (10 VOL 1L),92940,"hialuronato de sódio 0,1% fr 10ml",0.56,fuzz_token_set
PINUS PINASTER AITON SOLIDO (50MG COMPRIMIDO) ,102396,nexium 20mg comprimido revestido,0.56,fuzz_token_set
PIPERACILINA SÂ¿DICA + TAZOBACTAM SÂ¿DICO (2G + 250MG PO SOL INJ IV FA),86838,piperacilina + tazobactam 4 g + 500 mg po liof inj fa,0.8,fuzz_token_set
"PIPERACILINA SÂ¿DICA, TAZOBACTAM SÂ¿DICO (4G + 500MG PO SOL INJ IV FRASCO)",86838,piperacilina + tazobactam 4 g + 500 mg po liof inj fa,0.76,fuzz_token_set
PIPETA,87805,tipoia velpeau g,0.45,fuzz_token_set
PIRIDOSTIGMINA SOLIDO (25MG COMPRIMIDO),86849,prednisolona 5 mg com,0.63,fuzz_token_set
PIRIDOSTIGMINA SOLIDO (60MG COMPRIMIDO),86848,prednisolona 20 mg com,0.62,fuzz_token_set
PIROXICAM,86866,hidroxizina 25 mg com,0.47,fuzz_token_set
PLACA DE PETRI,83841,placa de bisturi universal ref:9160f,0.73,fuzz_token_set
"PLANTAGO OVATA FORSSK.Â¿(3,5G PO EFERV)",87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.52,fuzz_token_set
POLICARBOFILA + COPOLIMERO PVM/MA + LACTATO DE SÂ¿DIO (24G SABONETE) ,83880,sabonete liquido perolado set soap 5 litros,0.52,fuzz_token_set
POLIMIXINA B INJETAVEL (500.000 UI PO LIOF INJ),86845,polimixina b 500.000 ui po liof inj fa (eurofarma),0.88,fuzz_token_set
POLISSULFATO DE MUCOPOLISSACARIDEO (5MG/G GEL BG 40G),87014,mucopolissacarideo 5 mg/g gel bisn 40g,0.85,fuzz_token_set
POLIVITAMINICOS ( SOL INJ IV 10 ML),86323,cerne - 12 polivitaminico inj fa 5ml,0.7,fuzz_token_set
POLYPODIUM LEUCOTOMOS SOLIDO (250MG CAP),84137,alcool etilico 70% 250ml (almotolia),0.54,fuzz_token_set
PONTEIRA,84985,neoforte ,0.38,fuzz_token_set
PREDNISOLONA 3MG/ML 120ML,86848,prednisolona 20 mg com,0.81,fuzz_token_set
PREDNISOLONA SOLIDO (20MG COMPRIMIDO),86849,prednisolona 5 mg com,0.86,fuzz_token_set
PREDNISOLONA SOLIDO (40MG COMPRIMIDO),86849,prednisolona 5 mg com,0.86,fuzz_token_set
PREDNISOLONA SOLIDO (5MG COMPRIMIDO),86849,prednisolona 5 mg com,0.86,fuzz_token_set
PREGABALINA (150MG CAP DURA) C1,86853,pregabalina 150 mg cap dura,0.93,fuzz_token_set
PREGABALINA (75MG CAP DURA) C1,86854,pregabalina 75 mg cap dura,0.93,fuzz_token_set
PRESERVATIVO MASC. LUBRIF. EXTRA GRANDE,87538,preservativo de latex s/ lubrificante,0.71,fuzz_token_set
PROBIATOP 1G SACHE,87131,probiatop 1g sache,1.0,fuzz_token_set
PROBIOTICO 1G,86855,probiotico simfort 2g sache,0.87,fuzz_token_set
PROGESTERONA SOLIDO (100MG CAP),86857,progesterona 200 mg cap gel mole,0.79,fuzz_token_set
PROGESTERONA SOLIDO (200MG CAP),86857,progesterona 200 mg cap gel mole,0.82,fuzz_token_set
PROPATILNITRATO SOLIDO (10MG COMPRIMIDO),86862,propatilnitrato 10 mg com,0.86,fuzz_token_set
PROPE DESC C/ELASTICO 20G BRANCO,84226,copo desc de 250ml (pct c/100und) branco,0.63,fuzz_token_set
PROPILTIOURACILA (100MG COMPRIMIDO VER),86862,propatilnitrato 10 mg com,0.65,fuzz_token_set
"PROPIONATO DE CLOBETASOL (0,5MG/G CREME)",105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.91,fuzz_token_set
PROPIONATO DE FLUTICASONA (250MCG SOLUCAO COM PROPELENTE AEROSOL 60 DOSES COM APLICADOR),92938,"beclometasona, diproprionato+formoterol, fumarato+ glicopirronio, brometo 100/6/12,5mcg fr 120 doses",0.53,fuzz_token_set
PROPIONATO DE FLUTICASONA (50MCG SOLUCAO COM PROPELENTE AEROSOL 120 DOSES COM APLICADOR),86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.56,fuzz_token_set
PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),86503,"beclometasona, dipropionato 0,4 mg/ml sus nas flac 2 ml",0.59,fuzz_token_set
PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (250+25MCG SUS INAL),86503,"beclometasona, dipropionato 0,4 mg/ml sus nas flac 2 ml",0.6,fuzz_token_set
PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 10ML) C1,113736,propofol 10mg/ml sol inj fa 20ml,0.86,fuzz_token_set
PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,113736,propofol 10mg/ml sol inj fa 20ml,0.95,fuzz_token_set
PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 50ML) C1,113736,propofol 10mg/ml sol inj fa 20ml,0.86,fuzz_token_set
PlACA ELETROCIRÃRGICA,92807,eletrodo p/ capsula endoscopica pillcam,0.55,fuzz_token_set
QUARTENARIO AMONIO PLUS 5 LITROS,83880,sabonete liquido perolado set soap 5 litros,0.51,fuzz_token_set
QUARTENARIO AMONIO PRONTO USO 1 LITRO,108146,modulo proteico - body protein sabor neutro,0.56,fuzz_token_set
QUARTENARIO AMONIO PRONTO USO SPRAY 750ML,87848,prontosan solução anti-septica 350 ml ,0.56,fuzz_token_set
RABEPRAZOL SODICO ( 20MG COMPRIMIDO LIB RETARD),87061,omeprazol 20 mg cap dura lib retard,0.69,fuzz_token_set
RACECADOTRILA  (100MG CAP) ,87146,racecadotrila 100 mg cap dura,0.88,fuzz_token_set
"RACECADOTRILA SOLIDO (10MG/ML INJ IVI 0,165 ML C/ SR)",87146,racecadotrila 100 mg cap dura,0.62,fuzz_token_set
REMOVEDOR DE CURATIVO-REMOVEX SENSITIVE,88159,lenco removedor de curativos ,0.72,fuzz_token_set
RIFAMICINA  (550MG COMPRIMIDO),87239,tiamina 300 mg com,0.74,fuzz_token_set
RIFAMICINA TOPICO (10MG/ML SOL TOP SPRAY 20ML) ,113736,propofol 10mg/ml sol inj fa 20ml,0.74,fuzz_token_set
RILUZOL (50MG COMPRIMIDO),87158,riluzol 50 mg com rev,0.86,fuzz_token_set
RIOCARE FOAM (475ML RETANGULAR),88139,seringa dosadora oral 5ml  ,0.52,fuzz_token_set
RIOCARE FOAM REFIL 1L,84986,novamil rice ,0.61,fuzz_token_set
RIODEINE(PVPI AQUOSO) DERMO SUAVE 100ML,84210,"clorexidina 0,2% solução aquosa 100ml",0.59,fuzz_token_set
"RIOHEX GARD (CLOREXIDINA 0,12% 250ML)",102531,"clorexidina sol. bucal 0,12% fr 30ml ",0.74,fuzz_token_set
RISPERIDONA (1MG COMPRIMIDO REV) C1,87159,risperidona 1 mg com rev,0.92,fuzz_token_set
RISPERIDONA (1MG/ML SOL OR 30ML) C1,87160,risperidona 1 mg/ml sol or fr 30 ml,0.83,fuzz_token_set
"RISPERIDONA (2MG CPR REV) 
",87159,risperidona 1 mg com rev,0.79,fuzz_token_set
"RISPERIDONA (3MG COMPRIMIDO REV) C1
",87159,risperidona 1 mg com rev,0.88,fuzz_token_set
RITUXIMABE (100MG/10 ML INJ FR 10ML),101571,rituximabe 10 mg/ ml sol inj iv fa 50 ml riximyo ,0.74,fuzz_token_set
RITUXIMABE (500MG (10MG/ML) SOL INJ 50ML),101571,rituximabe 10 mg/ ml sol inj iv fa 50 ml riximyo ,0.77,fuzz_token_set
RIVAROXABANA SOLIDO ( 10MG CP),87165,rivaroxabana 10 mg com rev,0.68,fuzz_token_set
RIVAROXABANA SOLIDO ( 15MG CP),87166,rivaroxabana 15 mg com rev,0.68,fuzz_token_set
