linha_clinica_global,global_cod_produto,global_desc_produto,global_marca,principio_ativo,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_un,preco_unimed_vl_medio_r_un,unimed_abc,unimed_prev_mes_rs,gap_pct_ultimo_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,depara_origem,depara_confianca,fonte_preco_global,fonte_preco_unimed
PARECOXIBE SODICO INJETAVEL (40MG PO LIOF INJ IV/IM ),4380,PAXIBE 40MG PO LIOF INJ IV/IM ,EUROFARMA,PARECOXIBE SODICO,1,24.0,24.0,24.0,24.0,24.0,2026-03-30,87102,parecoxibe sódico 40 mg po liof inj fa,parecoxibe sódico 40 mg po liof inj fa,Frasco Ampola,34.34,B,6023.236000000001,-30.1,-10.34,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GLICOSE (5% SOLUCAO INJETAVEL IV 500ML),2971,GLICOSE 5% INJ IV 500 ML,EQUIPLEX,GLICOSE,1,6.0,6.0,6.0,6.0,6.0,2023-11-20,87312,glicose 5% 500 ml fr sistema fechado,glicose 5% 500 ml fr sistema fechado,Frasco,4.75,C,5671.974999999999,26.3,1.25,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GLICOSE (5% SOLUCAO INJETAVEL IV 500ML),3218,GLICOSE 5% INJ IV 500 ML,FARMARIN,GLICOSE,1,4.87,4.87,4.87,4.87,4.87,2024-11-18,87312,glicose 5% 500 ml fr sistema fechado,glicose 5% 500 ml fr sistema fechado,Frasco,4.75,C,5671.974999999999,2.5,0.12,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GLICOSE (5% SOLUCAO INJETAVEL IV 500ML),4002,GLICOSE 5% INJ IV 500 ML VP,HALEX ISTAR,GLICOSE,1,6.67,6.67,6.67,6.67,6.67,2024-06-28,87312,glicose 5% 500 ml fr sistema fechado,glicose 5% 500 ml fr sistema fechado,Frasco,4.75,C,5671.974999999999,40.4,1.92,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE TIROFIBANA (0,25MG/ML SOL  IV 50ML )",339,"AGRASTAT 0,25MG/ML SOL INJ IV 50ML",ASPEN PHARMA,CLORIDRATO DE TIROFIBANA,1,767.45,767.45,767.45,767.45,767.45,2026-03-16,87249,"tirofibana 0,25 mg/ml sol inj fa 50 ml","tirofibana 0,25 mg/ml sol inj fa 50 ml",Frasco,780.52,C,5619.744,-1.7,-13.07,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGULHA ASPIRA 25X12 TRIFACETADO,3982,AGULHA ASPIRA 25X12 TRIFACETADO,SR,PRODUTOS PARA SAUDE,1,0.07,0.07,0.07,0.07,0.07,2024-11-26,87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,Unidade,0.09,A,5490.549,-22.2,-0.02,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGULHA ASPIRA 25X12 SEM PONTA,816,AGULHA ASPIRA 25X12 SEM PONTA,SR,PRODUTOS PARA SAUDE,1,0.075,0.075,0.075,0.075,0.075,2026-03-04,87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,Unidade,0.09,A,5490.549,-16.7,-0.015,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGULHA ASPIRA 25X12 SEM PONTA,1633,AGULHA ASPIRA 25X12 SEM PONTA,SR,PRODUTOS PARA SAUDE,1,0.065,0.065,0.065,0.065,0.065,2024-10-23,87900,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,agulha descartavel aspiração 25x12 s/ dispositivo de segurança,Unidade,0.09,A,5490.549,-27.8,-0.025,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),2,DIPIFARMA 500MG/ML INJ IV/IM AMP 2ML,FARMACE,DIPIRONA MONOIDRATADA,1,0.65,0.65,0.65,0.65,0.65,2024-03-12,83668,dipirona 500 mg/ml sol inj amp 2 ml,dipirona 500 mg/ml sol inj amp 2 ml,Ampola,0.47,C,5422.625,38.3,0.18,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),3303,DIPIRONA 500MG/ML INJ IV/IM 2ML VP,HYPOFARMA,DIPIRONA MONOIDRATADA,1,1.8,1.8,1.8,1.8,1.8,2022-11-17,83668,dipirona 500 mg/ml sol inj amp 2 ml,dipirona 500 mg/ml sol inj amp 2 ml,Ampola,0.47,C,5422.625,283.0,1.33,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),4784,DIPIRONA 500MG/ML INJ EV/IV/IM 2ML,SANTISA,DIPIRONA MONOIDRATADA,1,0.45,0.45,0.45,0.45,0.45,2026-05-25,83668,dipirona 500 mg/ml sol inj amp 2 ml,dipirona 500 mg/ml sol inj amp 2 ml,Ampola,0.47,C,5422.625,-4.3,-0.02,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),275,DIPIRONA 500MG/ML INJ IV/IM 2ML VP,TEUTO,DIPIRONA MONOIDRATADA,1,0.69,0.69,0.69,0.69,0.69,2024-04-17,83668,dipirona 500 mg/ml sol inj amp 2 ml,dipirona 500 mg/ml sol inj amp 2 ml,Ampola,0.47,C,5422.625,46.8,0.22,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),5493,DIPIRONA 500MG/ML INJ IV/IM 2ML,TEUTO,DIPIRONA,1,0.45,0.45,0.45,0.45,0.45,2025-05-13,83668,dipirona 500 mg/ml sol inj amp 2 ml,dipirona 500 mg/ml sol inj amp 2 ml,Ampola,0.47,C,5422.625,-4.3,-0.02,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ESCETAMINA INJETAVEL ( 50MG/ML INJ 2ML B1),986,KETAMIN NP 50MG/ML INJ 2ML (B1) VP,CRISTALIA,CLORIDRATO DE ESCETAMINA,1,13.28,13.28,13.28,13.28,13.28,2025-09-10,86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)","escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",Ampola,16.72,C,5352.072,-20.6,-3.44,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FENTANILA (0,05MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IV/EPIDURAL/IM AMPOLA 2ML) A1",1303,FENTANILA 50MCG/ML INJ IM/IV 2ML (A1),HIPOLABOR,CITRATO DE FENTANILA,1,1.97,1.97,1.97,1.97,1.97,2025-12-23,83674,"fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril","fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril",Ampola,4.94,C,5018.546,-60.1,-2.97,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FENTANILA (50MCG/ML SOLUCAO INJETAVEL IV/IM AMPOLA 2ML) A1,1293,FENTANEST 50MCG/ML INJ IM/IV 2ML (A1) VP,CRISTALIA,CITRATO DE FENTANILA,1,5.1,5.1,5.1,5.1,5.1,2025-10-14,83674,"fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril","fentanila, citrato de 50 mcg/ml sol inj amp 2 ml embalagem esteril",Ampola,4.94,C,5018.546,3.2,0.16,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ROPIVACAINA (10MG/ML SOL INJ IA FA 20ML),5488,ROPIVACAINA 10MG/ML SOL INJ IA FA 20ML,HYPOFARMA,ROPIVACAINA,1,11.96,11.96,11.96,11.96,11.96,2025-09-23,113736,propofol 10mg/ml sol inj fa 20ml,propofol 10mg/ml sol inj fa 20ml,Frasco Ampola,7.56,C,5013.036,58.2,4.4,fuzzy_alta,0.84,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TESTE BIOLOGICO 00135 PACOTE B&D PLUS (PT),5693,TESTE BIOLOGICO 00135 PACOTE B&D PLUS,3M,PRODUTOS PARA SAUDE,1,30.48,30.48,30.48,30.48,30.48,2025-09-10,84160,biologico autocontido verify assert steris leitura 40 minuto,biologico autocontido verify assert steris leitura 40 minuto,Unidade,38.2,A,4966.0,-20.2,-7.72,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SORBITOL+MANITOL INJETAVEL (27+5,4MG/ML 1000ML)",447,"PURISOLE SM 27+5,4MG/ML 1000ML",FRESENIUS,SORBITOL+MANITOL,1,21.0,21.0,21.0,21.0,21.0,2025-08-07,87322,manitol + sorbitol 3% 1000 ml fr sistema fechado,manitol + sorbitol 3% 1000 ml fr sistema fechado,Frasco,24.91,C,4805.139,-15.7,-3.91,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SORBITOL+MANITOL INJETAVEL (27+5,4MG/ML 1000ML)",2643,"SORBITOL+MANITOL 27+5,4MG/ML 1000ML",HALEX ISTAR,SORBITOL+MANITOL,1,18.0,18.0,18.0,18.0,18.0,2025-12-29,87322,manitol + sorbitol 3% 1000 ml fr sistema fechado,manitol + sorbitol 3% 1000 ml fr sistema fechado,Frasco,24.91,C,4805.139,-27.7,-6.91,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SORBITOL+MANITOL INJETAVEL (27+5,4MG/ML 1000ML)",4001,"SORBITOL+MANITOL 27+5,4MG/ML 1000ML VP",HALEX ISTAR,SORBITOL+MANITOL,1,21.3,21.3,21.3,21.3,21.3,2023-03-28,87322,manitol + sorbitol 3% 1000 ml fr sistema fechado,manitol + sorbitol 3% 1000 ml fr sistema fechado,Frasco,24.91,C,4805.139,-14.5,-3.61,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",82,"ROPI 7,5MG/ML INJ EPI 20ML VP",CRISTALIA,CLORIDRATO DE ROPIVACAINA,1,15.0,15.0,15.0,15.0,15.0,2024-12-18,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril","ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",Ampola,19.81,C,4746.476,-24.3,-4.81,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",5586,"ROPIVACAINA  7,5 MG/MLÂ FA",HYPOFARMA,CLORIDRATO DE ROPIVACAINA,1,11.76,11.76,11.76,11.76,11.76,2025-09-23,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril","ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",Ampola,19.81,C,4746.476,-40.6,-8.05,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",3724,"ROPIVACAINA 7,5MG/ ML INJ EPI 20ML",TEUTO,CLORIDRATO DE ROPIVACAINA,1,5.8,5.8,5.8,5.8,5.8,2023-10-17,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril","ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",Ampola,19.81,C,4746.476,-70.7,-14.01,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",732,"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",MISSNER,PRODUTOS PARA SAUDE,1,3.599963,3.599963,3.599963,3.599963,3.599963,2025-12-03,87522,fita microporosa hipoalergênica 50mm x 10m,fita microporosa hipoalergênica 50mm x 10m,Rolo,4.58,A,4361.992,-21.4,-0.98,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FITA MICROPOROSA 5,0X10 BEGE",2730,"FITA MICROPOROSA 5,0X10 BEGE",CIEX,PRODUTOS PARA SAUDE,1,3.75,3.75,3.75,3.75,3.75,2024-04-15,87522,fita microporosa hipoalergênica 50mm x 10m,fita microporosa hipoalergênica 50mm x 10m,Rolo,4.58,A,4361.992,-18.1,-0.83,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FITA MICROPOROSA 5,0X10 BRANCA",2994,"FITA MICROPOROSA 5,0X10 BRANCA",CIEX,PRODUTOS PARA SAUDE,1,3.7,3.7,3.7,3.7,3.7,2025-12-05,87522,fita microporosa hipoalergênica 50mm x 10m,fita microporosa hipoalergênica 50mm x 10m,Rolo,4.58,A,4361.992,-19.2,-0.88,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"FITA MICROPOROSA 5,0X10 BRANCA",2408,"FITA MICROPOROSA 5,0X10 BRANCA",MISSNER,PRODUTOS PARA SAUDE,1,4.5,4.5,4.5,4.5,4.5,2023-06-15,87522,fita microporosa hipoalergênica 50mm x 10m,fita microporosa hipoalergênica 50mm x 10m,Rolo,4.58,A,4361.992,-1.7,-0.08,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FITA MICROPOROSA BEGE MISSNER 5CM X10M,3704,FITA MICROPOROSA BEGE MISSNER 5CM X10M,MISSNER,PRODUTOS PARA SAUDE,1,4.21,4.21,4.21,4.21,4.21,2025-07-16,87522,fita microporosa hipoalergênica 50mm x 10m,fita microporosa hipoalergênica 50mm x 10m,Rolo,4.58,A,4361.992,-8.1,-0.37,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",1497,AZTREONAM 1G PO INJ IM/IV VP,BIOCHIMICO,AZTREONAM,1,32.0,32.0,32.0,32.0,32.0,2025-10-02,86501,aztreonam 1 g po liof inj fa,aztreonam 1 g po liof inj fa,Frasco Ampola,43.23,B,4223.571,-26.0,-11.23,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",4382,AZANEM 1G PO INJ IV/IM,BIOCHIMICO,AZTREONAM,1,22.0,22.0,22.0,22.0,22.0,2023-11-01,86501,aztreonam 1 g po liof inj fa,aztreonam 1 g po liof inj fa,Frasco Ampola,43.23,B,4223.571,-49.1,-21.23,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGUA PARA INJECAO  (IV 10ML),386,AGUA PARA INJECAO INJ IV 10ML,EQUIPLEX,AGUA PARA INJETAVEIS,1,0.12,0.12,0.12,0.12,0.12,2026-03-09,83644,agua para injetaveis sol inj amp 10 ml,agua para injetaveis sol inj amp 10 ml,Ampola,0.18,C,4138.848,-33.3,-0.06,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGUA PARA INJECAO  (IV 10ML),1011,AGUA PARA INJECAO INJ IV 10ML,FARMACE,AGUA PARA INJETAVEIS,1,0.14,0.14,0.14,0.14,0.14,2025-12-30,83644,agua para injetaveis sol inj amp 10 ml,agua para injetaveis sol inj amp 10 ml,Ampola,0.18,C,4138.848,-22.2,-0.04,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGUA PARA INJECAO  (IV 10ML),3222,AGUA PARA INJECAO INJ IV 10ML,FARMARIN,AGUA PARA INJETAVEIS,1,0.16,0.16,0.16,0.16,0.16,2025-05-28,83644,agua para injetaveis sol inj amp 10 ml,agua para injetaveis sol inj amp 10 ml,Ampola,0.18,C,4138.848,-11.1,-0.02,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGUA PARA INJECAO  (IV 10ML),2016,AGUA PARA INJECAO INJ IV 10ML,HALEX ISTAR,AGUA PARA INJETAVEIS,1,0.18,0.18,0.18,0.18,0.18,2025-11-21,83644,agua para injetaveis sol inj amp 10 ml,agua para injetaveis sol inj amp 10 ml,Ampola,0.18,C,4138.848,0.0,0.0,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGUA PARA INJECAO  (IV 10ML),1073,AGUA PARA INJECAO INJ IV 10ML,SAMTEC,AGUA PARA INJETAVEIS,1,0.209,0.209,0.209,0.209,0.209,2024-05-27,83644,agua para injetaveis sol inj amp 10 ml,agua para injetaveis sol inj amp 10 ml,Ampola,0.18,C,4138.848,16.1,0.029,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),1283,ROCURON 10MG/ML SOL INJ IV 5ML VP,CRISTALIA,BROMETO DE ROCURONIO,1,9.0,9.0,9.0,9.0,9.0,2025-06-18,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml","rocuronio, brometo 10 mg/ml sol inj fa 5 ml",Frasco Ampola,8.79,C,4120.7519999999995,2.4,0.21,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),1965,ROCURONIO 10MG/ML SOL INJ IV 5ML,EUROFARMA,BROMETO DE ROCURONIO,1,14.0,14.0,14.0,14.0,14.0,2024-05-31,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml","rocuronio, brometo 10 mg/ml sol inj fa 5 ml",Frasco Ampola,8.79,C,4120.7519999999995,59.3,5.21,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),4294,ROCURONIO 10MG/ML SOL INJ IV 5ML,EUROFARMA,BROMETO DE ROCURONIO,1,12.5,12.5,12.5,12.5,12.5,2023-07-21,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml","rocuronio, brometo 10 mg/ml sol inj fa 5 ml",Frasco Ampola,8.79,C,4120.7519999999995,42.2,3.71,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),5479,ROCURONIO 10MG/ML SOL INJ IV FA 5ML,VOLPHARMA FARMACEUTICA,ROCURONIO,1,8.6,8.6,8.6,8.6,8.6,2025-08-28,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml","rocuronio, brometo 10 mg/ml sol inj fa 5 ml",Frasco Ampola,8.79,C,4120.7519999999995,-2.2,-0.19,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),203,OPRAZON 40MG PO INJ IV+ DIL 10 ML,BLAU,OMEPRAZOL SODICO,1,5.966,5.966,5.966,5.966,5.966,2024-06-10,87063,omeprazol 40 mg po liof inj fa + diluente,omeprazol 40 mg po liof inj fa + diluente,Frasco Ampola,7.5,C,4057.5,-20.5,-1.534,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),3650,OMEPRAZOL 40MG PO  INJ IV+ DIL 10ML,BLAU,OMEPRAZOL SODICO,1,6.0,6.0,6.0,6.0,6.0,2026-05-11,87063,omeprazol 40 mg po liof inj fa + diluente,omeprazol 40 mg po liof inj fa + diluente,Frasco Ampola,7.5,C,4057.5,-20.0,-1.5,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),2503,OMEPRAZOL 40MG PO LIOF INJ IV+DIL10ML VP,CRISTALIA,OMEPRAZOL SODICO,1,7.3,7.3,7.3,7.3,7.3,2025-05-29,87063,omeprazol 40 mg po liof inj fa + diluente,omeprazol 40 mg po liof inj fa + diluente,Frasco Ampola,7.5,C,4057.5,-2.7,-0.2,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),2654,OMEPRAZOL 40MG PO LIOF INJ IV+ DIL 10ML,EUROFARMA,OMEPRAZOL SODICO,1,12.0,12.0,12.0,12.0,12.0,2024-08-02,87063,omeprazol 40 mg po liof inj fa + diluente,omeprazol 40 mg po liof inj fa + diluente,Frasco Ampola,7.5,C,4057.5,60.0,4.5,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OMEPRAZOL SODICO  ( 40 MG PO INJ IV + DIL 10 ML),3722,OMEPRAZOL 40MG PO LIOF INJ IV+DIL10ML VP,TEUTO,OMEPRAZOL SODICO,1,7.3645,7.3645,7.3645,7.3645,7.3645,2025-09-18,87063,omeprazol 40 mg po liof inj fa + diluente,omeprazol 40 mg po liof inj fa + diluente,Frasco Ampola,7.5,C,4057.5,-1.8,-0.1355,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,5063,LUVA CIRURGICA 7.0 C/PO SENSICARE,BE CARE,PRODUTOS PARA SAUDE,1,0.90026,0.90026,0.90026,0.90026,0.90026,2026-03-11,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-38.3,-0.5597,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,2982,LUVA CIRURGICA 7.0 C/PO LIFE PLUS,LEMGRUBER,PRODUTOS PARA SAUDE,1,0.9888,0.9888,0.9888,0.9888,0.9888,2025-11-05,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-32.3,-0.4712,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,4588,LUVA CIRURGICA 7.0 S/ PO LIFE ULTRA,LEMGRUBER,PRODUTOS PARA SAUDE,1,1.242,1.242,1.242,1.242,1.242,2024-05-02,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-14.9,-0.218,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,738,LUVA CIRURGICA 7.0 C/PO SENSITEX,MUCAMBO,PRODUTOS PARA SAUDE,1,1.37,1.37,1.37,1.37,1.37,2026-04-06,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-6.2,-0.09,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,744,LUVA CIRURGICA 7.0 C/PO SENSIFIRM,MUCAMBO,PRODUTOS PARA SAUDE,1,1.7568,1.7568,1.7568,1.7568,1.7568,2023-10-13,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,20.3,0.2968,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,1582,LUVA CIRURGICA 7.0 S/PO SENSIFREE,MUCAMBO,PRODUTOS PARA SAUDE,1,2.2,2.2,2.2,2.2,2.2,2025-12-03,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,50.7,0.74,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,2165,LUVA CIRURGICA 7.0 LATEX FREE SENSITOUCH,MUCAMBO,PRODUTOS PARA SAUDE,1,6.2,6.2,6.2,6.2,6.2,2025-07-02,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,324.7,4.74,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,3879,LUVA CIRURGICA 7.0 C/PO SANRO LIS,SANRO,PRODUTOS PARA SAUDE,1,0.94,0.94,0.94,0.94,0.94,2023-04-10,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-35.6,-0.52,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA CIRURGICA 7.0 C/PO,3889,LUVA CIRURGICA 7.0 C/PO SANRO MEDFEEL,SANRO,PRODUTOS PARA SAUDE,1,0.94,0.94,0.94,0.94,0.94,2023-04-10,87528,"luva cirurgica esteril nº 7,0","luva cirurgica esteril nº 7,0",Par.,1.46,A,3721.3940000000002,-35.6,-0.52,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE ANEGRELIDA (0,5 MG CAP DURA)",5459,"MONBOC 0,5MG CP",EMS ONCO,ANAGRELIDA,1,25.60046,25.60046,25.60046,25.60046,25.60046,2026-01-08,86478,"anagrelida 0,5 mg cap dura agrylin","anagrelida 0,5 mg cap dura agrylin",Cápsula,37.2,C,3720.0000000000005,-31.2,-11.5995,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,1525,IPSILON 50MG/ML(1G) INJ IV 20ML,ZYDUS,ACIDO EPSILON AMINOCAPROICO,1,21.4,21.4,21.4,21.4,21.4,2025-12-16,86417,acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),Frasco Ampola,29.03,C,3689.713,-26.3,-7.63,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
