linha_clinica_global,global_cod_produto,global_desc_produto,global_marca,principio_ativo,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_un,preco_unimed_vl_medio_r_un,unimed_abc,unimed_prev_mes_rs,gap_pct_ultimo_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,depara_origem,depara_confianca,fonte_preco_global,fonte_preco_unimed
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 1000ML),1386,RINGER LACTATO SOL INJ IV 1000ML,FRESENIUS,LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,7.0,7.0,7.0,7.0,7.0,2023-09-15,83690,ringer  lactato 500 ml fr sistema fechado,ringer  lactato 500 ml fr sistema fechado,Frasco,6.0,B,33632.399999999994,16.7,1.0,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 500ML),1018,RINGER LACTATO SOL INJ IV 500ML,EQUIPLEX,LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,4.6,4.6,4.6,4.6,4.6,2026-04-17,83690,ringer  lactato 500 ml fr sistema fechado,ringer  lactato 500 ml fr sistema fechado,Frasco,6.0,B,33632.399999999994,-23.3,-1.4,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 500ML),1285,RINGER LACTATO SOL INJ IV 500ML VP,FRESENIUS,LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,5.75,5.75,5.75,5.75,5.75,2024-02-01,83690,ringer  lactato 500 ml fr sistema fechado,ringer  lactato 500 ml fr sistema fechado,Frasco,6.0,B,33632.399999999994,-4.2,-0.25,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 500ML),2188,RINGER LACTATO SOL INJ IV 500ML,HALEX ISTAR,LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,4.3,4.3,4.3,4.3,4.3,2025-11-14,83690,ringer  lactato 500 ml fr sistema fechado,ringer  lactato 500 ml fr sistema fechado,Frasco,6.0,B,33632.399999999994,-28.3,-1.7,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO (SOL INJ IV 500ML),4081,RINGER LACTATO SOL INJ IV 500ML VP,JP INDUSTRIA,LACTATO DE SODIO+CLORETO DE POTASSIO+CLORETO DE SODIO+CLORETO DE CALCIO DIIDRATADO,1,4.37,4.37,4.37,4.37,4.37,2025-10-06,83690,ringer  lactato 500 ml fr sistema fechado,ringer  lactato 500 ml fr sistema fechado,Frasco,6.0,B,33632.399999999994,-27.2,-1.63,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FOSFATO DE RUXOLITINIBE SOLIDO (10MG COMPRIMIDO) ORAL,3821,JAKAVI 10 MG CP,NOVARTIS,FOSFATO DE RUXOLITINIBE,1,348.480833,348.480833,348.480833,348.480833,348.480833,2025-07-15,104444,fosfato de ruxolitinibe 10 mg com jakavi,fosfato de ruxolitinibe 10 mg com jakavi,Comprimido,373.55,B,30257.55,-6.7,-25.0692,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",4037,"NOXX 40MG SOL INJ IV/SC 0,4ML C/DISP",BLAU,ENOXAPARINA SODICA,1,13.636,13.636,13.636,13.636,13.636,2024-03-05,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-6.7,-0.974,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",93,"HEPARINOX 40MG INJ IV/SC 0,4ML C/DISP VP",CRISTALIA,ENOXAPARINA SODICA,1,11.88,11.88,11.88,11.88,11.88,2025-09-10,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-18.7,-2.73,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",3906,"HEPARINOX 40MG INJ IV/SC 0,4ML C/DISP",CRISTALIA,ENOXAPARINA SODICA,1,12.2,12.2,12.2,12.2,12.2,2024-06-04,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-16.5,-2.41,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",1302,"VERSA 40MG INJ SC 0,4ML C/DISP VP",EUROFARMA,ENOXAPARINA SODICA,1,19.333333,19.333333,19.333333,19.333333,19.333333,2025-09-09,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,32.3,4.7233,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",4843,"HYBLUT 40MG INJ IV/SC 0,4ML",HYPERA,ENOXAPARINA SODICA,1,13.929,13.929,13.929,13.929,13.929,2024-09-27,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-4.7,-0.681,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",4051,"CUTENOX 40MG INJ IV/SC 0,4ML C/DISP ",MYLAN,ENOXAPARINA SODICA,1,10.5,10.5,10.5,10.5,10.5,2023-06-13,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-28.1,-4.11,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (40MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,4ML)",4321,"HEPTRIS 40MG INJ IV/SC 0,4ML C/DISP",MYLAN,ENOXAPARINA SODICA,1,10.8,10.8,10.8,10.8,10.8,2025-10-02,86753,"enoxaparina sodica 40 mg sol inj ser 0,4 ml","enoxaparina sodica 40 mg sol inj ser 0,4 ml",Seringa,14.61,B,27878.802,-26.1,-3.81,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE ASCIMINIBE (40MG COMPRIMIDO) ORAL
",4937,SCEMBLIX  40MG CP,NOVARTIS,CLORIDRATO DE ASCIMINIBE,1,268.1505,268.1505,268.1505,268.1505,268.1505,2025-06-27,116358,asciminibe cloridrato 40 mg com rev scemblix  ,asciminibe cloridrato 40 mg com rev scemblix  ,Comprimido,457.65,B,27459.0,-41.4,-189.4995,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",1389,"HYRIMOZ 40MG/0,8ML INJ SC CAN",SANDOZ,ADALIMUMABE,1,1865.0,1865.0,1865.0,1865.0,1865.0,2025-06-27,105101,"adalimumabe 40 mg/ 0,8 ml sol inj can preen hyrimoz","adalimumabe 40 mg/ 0,8 ml sol inj can preen hyrimoz",Caneta,412.52,B,27119.064799999996,352.1,1452.48,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",3128,"HYRIMOZ 40MG/0,8ML INJ SC SR",SANDOZ,ADALIMUMABE,1,909.455,909.455,909.455,909.455,909.455,2025-11-25,105101,"adalimumabe 40 mg/ 0,8 ml sol inj can preen hyrimoz","adalimumabe 40 mg/ 0,8 ml sol inj can preen hyrimoz",Caneta,412.52,B,27119.064799999996,120.5,496.935,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FOSFATO DE RUXOLITINIBE SOLIDO (5MG COMPRIMIDO) ORAL,1304,JAKAVI 5 MG CP,NOVARTIS,FOSFATO DE RUXOLITINIBE,1,246.530578,246.530578,246.530578,246.530578,246.530578,2025-05-27,86826,fosfato de ruxolitinibe 5 mg com jakavi,fosfato de ruxolitinibe 5 mg com jakavi,Comprimido,255.47,B,27015.9525,-3.5,-8.9394,fuzzy_alta,0.82,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
KIT CIRURGICO GERAL ESTERIL,4287,KIT CIRURGICO GERAL ESTERIL S/AVENTAL,POLARFIX,PRODUTOS PARA SAUDE,1,37.28,37.28,37.28,37.28,37.28,2024-02-22,84113,kit cesarea cirurgico descartavel esteril,kit cesarea cirurgico descartavel esteril,Kit,89.18,A,23811.06,-58.2,-51.9,fuzzy_alta,0.88,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (100MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",4039,"NOXX 60MG SOL INJ IV/SC 0,6ML C/DISP",BLAU,ENOXAPARINA SODICA,1,17.01,17.01,17.01,17.01,17.01,2024-12-02,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-16.7,-3.4,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (100MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",4052,"CUTENOX 60MG INJ IV/SC 0,6ML C/ DISP",MYLAN,ENOXAPARINA SODICA,1,14.0,14.0,14.0,14.0,14.0,2023-09-28,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-31.4,-6.41,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (100MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",5767,HEPTRIS 60 MG SOL INJ 2 SER HOSP SD,MYLAN,ENOXAPARINA SODICA,1,17.0,17.0,17.0,17.0,17.0,2025-10-02,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-16.7,-3.41,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (60MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",1420,"GHEMAXAN 60 MG INJ IV/SC 0,6ML C/DISP",BIOMM,ENOXAPARINA SODICA,1,6.99924,6.99924,6.99924,6.99924,6.99924,2023-04-26,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-65.7,-13.4108,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (60MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",95,"HEPARINOX 60MG INJ IV/SC 0,6ML C/DISP VP",CRISTALIA,ENOXAPARINA SODICA,1,17.5,17.5,17.5,17.5,17.5,2025-09-10,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-14.3,-2.91,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (60MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",3795,"HEPARINOX 60MG INJ IV/SC 0,6ML C/DISP",CRISTALIA,ENOXAPARINA SODICA,1,15.2,15.2,15.2,15.2,15.2,2025-01-06,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,-25.5,-5.21,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (60MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,6ML)",1078,"VERSA 60MG INJ IV/SC 0,6ML C/DISP",EUROFARMA,ENOXAPARINA SODICA,1,31.5,31.5,31.5,31.5,31.5,2025-09-09,86754,"enoxaparina sodica 60 mg sol inj ser 0,6 ml","enoxaparina sodica 60 mg sol inj ser 0,6 ml",Seringa,20.41,B,21920.34,54.3,11.09,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),360,MEROPENEM 1G PO INJ,BIOCHIMICO,MEROPENEM TRI-HIDRATADO,1,14.5,14.5,14.5,14.5,14.5,2024-09-04,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-18.7,-3.34,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),3844,MEROPENEM 1G PO INJ VP,BIOCHIMICO,MEROPENEM,1,13.4,13.4,13.4,13.4,13.4,2025-10-02,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-24.9,-4.44,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),5088,MEPENOX 1G PO SOL INJ IV FA,BIOCHIMICO,MEROPENEM TRI-HIDRATADO,1,13.55,13.55,13.55,13.55,13.55,2025-01-27,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-24.0,-4.29,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),3396,MEROPENEM 1G PO INJ,BLAU,MEROPENEM TRI-HIDRATADO,1,12.72,12.72,12.72,12.72,12.72,2025-12-22,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-28.7,-5.12,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),3398,MEROPENEM 1G PO INJ,BLAU,MEROPENEM TRI-HIDRATADO,1,13.025,13.025,13.025,13.025,13.025,2023-05-18,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-27.0,-4.815,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MEROPENEM (1G PO LIOFILO PARA SOLUCAO INJETAVEL),346,MEROPENEM 1G PO INJ 30ML,EUROFARMA,MEROPENEM TRI-HIDRATADO,1,13.0,13.0,13.0,13.0,13.0,2026-04-02,86954,meropenem 1 g po liof inj fa,meropenem 1 g po liof inj fa,Frasco Ampola,17.84,B,21650.624,-27.1,-4.84,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,4811,AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,DEJAMARO,PRODUTOS PARA SAUDE,1,1.475,1.475,1.475,1.475,1.475,2025-07-28,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,-11.1,-0.185,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,1223,AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,DESCARPACK,PRODUTOS PARA SAUDE,1,1.899988,1.899988,1.899988,1.899988,1.899988,2022-12-23,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,14.5,0.24,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,5853,AVENTAL MANG LONG C/ELAST 16G TNT BRANCO,D`PACK,PRODUTOS PARA SAUDE,1,1.16,1.16,1.16,1.16,1.16,2026-03-16,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,-30.1,-0.5,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,3104,AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,MEDIX,PRODUTOS PARA SAUDE,1,1.9,1.9,1.9,1.9,1.9,2022-08-12,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,14.5,0.24,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,4278,AVENTAL MANG LONG C/ELAST 30G TNT BRANCO,TECBOND/MEGA,PRODUTOS PARA SAUDE,1,1.23,1.23,1.23,1.23,1.23,2023-10-23,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,-25.9,-0.43,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 40G TNT BRANCO,5777,AVENTAL MANG LON C/ELAS 40G TNT BRANCO,DEJAMARO,PRODUTOS PARA SAUDE,1,2.356,2.356,2.356,2.356,2.356,2025-10-21,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,41.9,0.696,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AVENTAL MANG LONG C/ELAST 40G TNT BRANCO,724,AVENTAL MANG LONG C/ELAST 40G TNT BRANCO,MEDIX,PRODUTOS PARA SAUDE,1,2.2,2.2,2.2,2.2,2.2,2022-08-12,84154,avental de tnt manga longa com punho 30g,avental de tnt manga longa com punho 30g,Unidade,1.66,A,21553.107999999997,32.5,0.54,llm,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA VINIL P S/PO,600,LUVA VINIL P S/PO,DESCARPACK,PRODUTOS PARA SAUDE,1,0.095382,0.095382,0.095382,0.095382,0.095382,2025-09-05,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,luva nitrilica s/ po azul tamanho p cx c/ 100,Caixa,14.5,A,19434.785,-99.3,-14.4046,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA VINIL P S/PO,2255,LUVA VINIL P C/PO,DESCARPACK,PRODUTOS PARA SAUDE,1,0.0743,0.0743,0.0743,0.0743,0.0743,2023-10-24,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,luva nitrilica s/ po azul tamanho p cx c/ 100,Caixa,14.5,A,19434.785,-99.5,-14.4257,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA VINIL P S/PO,2040,LUVA VINIL P S/PO,VOLK DO BRASIL,PRODUTOS PARA SAUDE,1,0.07021,0.07021,0.07021,0.07021,0.07021,2023-09-25,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,luva nitrilica s/ po azul tamanho p cx c/ 100,Caixa,14.5,A,19434.785,-99.5,-14.4298,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LUVA VINIL P S/PO,4395,LUVA VINIL P S/PO,VOLK DO BRASIL,PRODUTOS PARA SAUDE,1,0.067113,0.067113,0.067113,0.067113,0.067113,2023-11-21,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,luva nitrilica s/ po azul tamanho p cx c/ 100,Caixa,14.5,A,19434.785,-99.5,-14.4329,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 11F ESTERIL HERIKA,583,COMPRESSA GAZE 7.5X7.5 11F EST HERIKA,AMED S/A,PRODUTOS PARA SAUDE,1,0.4,0.4,0.4,0.4,0.4,2025-03-07,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,-7.0,-0.03,fuzzy_alta,0.78,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 11F ESTERIL LIVIA,2286,COMPRESSA GAZE 7.5X7.5 11F EST LIVIA,AMED S/A,PRODUTOS PARA SAUDE,1,0.37,0.37,0.37,0.37,0.37,2026-03-11,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,-14.0,-0.06,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 13F ESTERIL HERIKA,586,COMPRESSA GAZE 7.5X7.5 13F EST HERIKA,AMED S/A,PRODUTOS PARA SAUDE,1,0.46,0.46,0.46,0.46,0.46,2025-10-13,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,7.0,0.03,fuzzy_alta,0.78,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 13F ESTERIL HERIKA,4881,COMPRESSA GAZE 7.5X7.5 13F EST HERIKA,AMED S/A,PRODUTOS PARA SAUDE,1,0.46,0.46,0.46,0.46,0.46,2024-10-16,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,7.0,0.03,fuzzy_alta,0.78,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 13F ESTERIL LIVIA,1568,COMPRESSA GAZE7.5X7.5 13F EST LIVIA,AMED S/A,PRODUTOS PARA SAUDE,1,0.399918,0.399918,0.399918,0.399918,0.399918,2026-01-29,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,-7.0,-0.0301,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPRESSA GAZE 7.5X7.5 9F ESTERIL HERIKA,591,COMPRESSA GAZE 7.5X7.5 9F EST HERIKA,AMED S/A,PRODUTOS PARA SAUDE,1,0.37,0.37,0.37,0.37,0.37,2026-02-27,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ","compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",Pacote,0.43,A,19118.445,-14.0,-0.06,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SEVOFLURANO ( 1ML/MG SOL INAL 250ML) C1,365,SEVOFLURANO 1 ML/MG SOL INAL 250ML (C1),BIOCHIMICO,SEVOFLURANO,1,340.0,340.0,340.0,340.0,340.0,2025-09-09,87182,sevoflurano 1 ml/ml sol inal fr 100 ml,sevoflurano 1 ml/ml sol inal fr 100 ml,Frasco,159.56,B,18907.86,113.1,180.44,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SEVOFLURANO ( 1ML/MG SOL INAL 250ML) C1,2506,SEVOCRIS 1 MG/ML SOL INAL 250ML (C1) VP,CRISTALIA,SEVOFLURANO,1,285.0,285.0,285.0,285.0,285.0,2024-02-20,87182,sevoflurano 1 ml/ml sol inal fr 100 ml,sevoflurano 1 ml/ml sol inal fr 100 ml,Frasco,159.56,B,18907.86,78.6,125.44,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SEVOFLURANO ( 1ML/MG SOL INAL 250ML) C1,4947,SEVOQ 1 ML/ML SOL INAL FR VD AMB 250ML,CRISTALIA,SEVOFLURANO,1,321.0,321.0,321.0,321.0,321.0,2025-04-04,87182,sevoflurano 1 ml/ml sol inal fr 100 ml,sevoflurano 1 ml/ml sol inal fr 100 ml,Frasco,159.56,B,18907.86,101.2,161.44,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SEVOFLURANO ( 1ML/MG SOL INAL 250ML) C1,3327,SEVOFLURANO 1 ML/ML SOL INAL 250ML (C1),UNIAO QUIMICA,SEVOFLURANO,1,200.0,200.0,200.0,200.0,200.0,2023-03-13,87182,sevoflurano 1 ml/ml sol inal fr 100 ml,sevoflurano 1 ml/ml sol inal fr 100 ml,Frasco,159.56,B,18907.86,25.3,40.44,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SEVOFLURANO (1ML/ML SOL INAL 100ML) C1,1512,SEVOFLURANO 1 ML/ML SOL INAL 100 ML,BIOCHIMICO,SEVOFLURANO,1,155.0,155.0,155.0,155.0,155.0,2025-03-26,87182,sevoflurano 1 ml/ml sol inal fr 100 ml,sevoflurano 1 ml/ml sol inal fr 100 ml,Frasco,159.56,B,18907.86,-2.9,-4.56,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
