NUM_NOTA,DT_EMISSAO_NOTA,DT_ENTRADA,COD_PRODUTO,DESCRICAO_PRODUTO,MARCA,PRINCIPIO_ATIVO,LINHA_PRODUTO,CUSTO_ENTRADA,QT_ENTRADA,QT_ESTOQUE_ANTERIOR,CUSTO_MED_ANTERIOR,COD_FORNECEDOR,RAZAO_SOCIAL
336204,2025-07-29,2025-08-08,2983,FENOCRIS 100 MG CP (B1) VP,CRISTALIA,FENOBARBITAL,FENOBARBITAL (100MG COMPRIMIDO) B1,0.2,4800,0,0.19,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
343153,2025-08-29,2025-09-10,67,FENOCRIS 100 MG/ML INJ  2 ML (B1) VP,CRISTALIA,FENOBARBITAL SODICO,FENOBARBITAL (100MG/ML SOLUCAO INJETAVEL 2ML) B1,2.05,1200,0,2.05,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
208335,2023-12-13,2023-12-20,1665,FENOCRIS 40 MG/ML SOL OR 20 ML (B1) VP,CRISTALIA,FENOBARBITAL,FENOBARBITAL (40MG/ML SOLUCAO ORAL 20ML) B1,4.29,50,10,4.29,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
672573,2022-11-24,2022-11-28,228,FENOBARBITAL 40 MG/ML SOL OR (B1),UNIAO QUIMICA,FENOBARBITAL,FENOBARBITAL (40MG/ML SOLUCAO ORAL 20ML) B1,3.8,200,300,3.85,171,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
1390812,2024-04-11,2024-04-18,4585,LIPANON RETARD 250MG  30 CAP,COSMED,FENOFIBRATO,FENOFIBRATOS MICROGR¿NULOS A 75% (250MG CAPSULA GELATINOSA DURA COM MICROGRANULOS LIBERACAO RETARDADA),0.832,1800,0,0.0,1755,HYPERA S.A.
378405,2024-05-14,2024-05-17,4673,"FENTANEST  BOLSA 0,02 MG/ML SOL IV 250ML",CRISTALIA,CITRATO DE FENTANILA,"FENTANILA (0,02MG/ML SOLUCAO INFUSAO IV BOLSA SISTEMA FECHADO 250ML) A1",62.01,120,0,0.0,734,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
336563,2025-07-31,2025-08-08,2766,FENTANEST 50MCG/ML INJ IM/IV 10ML(A1)VP,CRISTALIA,CITRATO DE FENTANILA,"FENTANILA (0,05 MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IM/IV FRASCO-AMPOLA 10 ML) A1",3.5,1200,0,0.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
6351,2025-08-07,2025-08-14,5177,FENTANILA 50MCG/ML INJ IM/IV/EP 10ML(A1),TEUTO,CITRATO DE FENTANILA,"FENTANILA (0,05 MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IM/IV FRASCO-AMPOLA 10 ML) A1",2.8781,5000,0,2.5,721,LABORATORIO TEUTO BRASILEIRO S/A
136883,2025-09-01,2025-09-16,1112,FENTANILA 50MCG/ML INJ IM/IV 10ML (A1),HIPOLABOR,CITRATO DE FENTANILA,"FENTANILA (0,05 MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IM/IV FRASCO-AMPOLA 10 ML) A1",2.6,15000,0,3.18,681,HIPOLABOR FARMACEUTICA LTDA
51176,2023-08-31,2023-09-08,2501,FENTANILA 50MCG/ML INJ IM/IV 10ML (A1),FRESENIUS,CITRATO DE FENTANILA,"FENTANILA (0,05 MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IM/IV FRASCO-AMPOLA 10 ML) A1",3.5,26000,5000,3.6,722,FRESENIUS KABI BRASIL LTDA.
327342,2025-06-13,2025-06-25,1274,FENTANEST 50MCG/ML INJ IM/IV 10ML (A1)VP,CRISTALIA,CITRATO DE FENTANILA,"FENTANILA (0,05 MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IM/IV FRASCO-AMPOLA 10 ML) A1",3.19,10200,9,2.92,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
142347,2025-12-19,2025-12-23,1303,FENTANILA 50MCG/ML INJ IM/IV 2ML (A1),HIPOLABOR,CITRATO DE FENTANILA,"FENTANILA (0,05MG/ML OU 50MCG/ML SOLUCAO INJETAVEL IV/EPIDURAL/IM AMPOLA 2ML) A1",1.97,1600,0,2.0,681,HIPOLABOR FARMACEUTICA LTDA
343153,2025-08-29,2025-09-10,1370,FENTANEST 50MCG/ML INJ IM/IV 5ML (A1) VP,CRISTALIA,CITRATO DE FENTANILA,"FENTANILA (0,05MG/ML SOLUCAO INJETAVEL IV/IM AMPOLA 5ML) A1",1.8,3840,0,1.88,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
136883,2025-09-01,2025-09-16,5724,CITR FENTANILA 50UG/ML GEN CX 50AMP X 5M,HIPOLABOR,FENTANILA,"FENTANILA (0,05MG/ML SOLUCAO INJETAVEL IV/IM AMPOLA 5ML) A1",1.8,1600,0,0.0,1133,HIPOLABOR FARMACEUTICA LTDA
351908,2025-10-10,2025-10-14,1293,FENTANEST 50MCG/ML INJ IM/IV 2ML (A1) VP,CRISTALIA,CITRATO DE FENTANILA,FENTANILA (50MCG/ML SOLUCAO INJETAVEL IV/IM AMPOLA 2ML) A1,5.1,800,350,4.8,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
17870,2025-10-13,2025-10-17,5607,NORIPURUM EV/INJ/5AMP/20MG/5ML,BLANVER,SACARATO DE HIDRÓXIDO FÉRRICO	,FERRIPOLIMALTOSE,11.52965,400,0,11.53,2190,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
41885,2026-01-27,2026-01-27,3338,ULTRAFER 100MG CP,FQM,FERRIPOLIMALTOSE,FERRIPOLIMALTOSE  (100MG CP),0.356667,360,0,0.36,1202,DIVCOM S/A
425425,2025-05-30,2025-06-12,2823,ULTRAFER 50MG/ML 30 ML GTS,FQM,FERRIPOLIMALTOSE,FERRIPOLIMALTOSE LIQUIDO (50MG/ML 30 ML GTS),3.122181,3200,50,3.09,1202,DIVCOM S/A
277043,2026-02-10,2026-02-23,877,"ZARZIO 300MCG INJ SER 0,5ML",SANDOZ,FILGRASTIM,"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",46.72,500,336,46.72,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
2785764,2025-12-16,2025-12-19,4189,"FIPRIMA 300MCG INJ SER C/DISP 0,5ML OL",EUROFARMA ONCO,FILGRASTIM,"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",41.666667,1500,120,31.67,460,EUROFARMA LABORATORIOS S.A.
2472959,2024-02-08,2024-02-14,3651,"FIPRIMA 300MCG INJ SER C/DISP 0,5ML",EUROFARMA ONCO,FILGRASTIM,"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",37.5,60,0,44.29,1162,EUROFARMA LABORATORIOS S.A.
2155046,2022-09-27,2022-09-29,1119,"FIPRIMA 300MCG INJ SER C/DISP 0,5ML",EUROFARMA ONCO,FILGRASTIM,"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",50.0,400,0,50.0,864,EUROFARMA LABORATORIOS S.A.
313321,2026-04-30,2026-05-05,327,FILGRASTINE 300 MCG INJ FA 1ML,BLAU,FILGRASTIM,FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 1ML),24.0,420,279,27.9,172,BLAU FARMACEUTICA S.A.
127795,2026-03-31,2026-03-31,5542,FIPRIMA 30 MU/ML SOL INJ CT FA VD TRA,EUROFARMA ONCO,FILGRASTIM,FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 1ML),31.0,738,246,18.9,460,EUROFARMA LABORATORIOS S.A.
4772,2023-01-05,2023-01-24,3774,FILTRO HMEF 24H ADULTO VITALITY,BE CARE,PRODUTOS PARA SAUDE,FILTRO HMEF 24H ADULTO VITALITY,4.052,4600,0,0.0,752,BE CARE COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA
7340,2025-03-06,2025-03-19,2840,FILTRO HMEF 48H ADULTO BECARE MDL ZF-233,BE CARE,PRODUTOS PARA SAUDE,FILTRO HMEF 48H ADULTO BECARE MDL ZF-233,3.3429,7000,537,3.4,752,BE CARE COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA
298,2023-08-24,2023-08-30,4340,FILTRO HMEF 48H ADULTO SEVEN CARE,SEVEN CARE,PRODUTOS PARA SAUDE,FILTRO HMEF 48H ADULTO SEVEN CARE,3.5,3000,0,0.0,1686,NEWSURGICAL MATERIAIS CIRURGICOS COMERCIO LTDA -
281569,2026-02-27,2026-03-04,5483,FILTRO HMEF 48H ADULTO TIVA,TIVA IMPORTS,PRODUTOS PARA SAUDE,FILTRO HMEF 48H ADULTO TIVA,3.5,622,0,3.5,1723,FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
75293,2025-11-10,2025-11-13,494,FINASTERIDA 5 MG CP,AUROBINDO,FINASTERIDA,FINASTERIDA (5MG COMPRIMIDO),0.25,13440,0,0.4,226,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA
511463,2025-09-18,2025-09-25,5694,FITA ADESIVA BRANCA 3M M332 18MMX50M RL,3M,PRODUTOS PARA SAUDE,FITA ADESIVA BRANCA M332 18MMX50M,6.9,24,0,0.0,2205,3M DO BRASIL LTDA
37359,2025-08-21,2025-08-27,2991,FITA AUTOCLAVE 19X30,CIEX,PRODUTOS PARA SAUDE,FITA AUTOCLAVE 19X30,2.942625,990,505,2.53,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
130118,2024-09-30,2024-10-07,730,FITA AUTOCLAVE 19X30,MISSNER,PRODUTOS PARA SAUDE,FITA AUTOCLAVE 19X30,3.789292,240,70,3.79,267,MISSNER & MISSNER LTDA
38181,2026-01-23,2026-02-03,2992,FITA CREPE ADESIVA HOSPITALAR 16X50,CIEX,PRODUTOS PARA SAUDE,FITA CREPE ADESIVA HOSPITALAR 16X50,2.426375,234,0,2.44,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
130640,2024-10-15,2024-10-24,728,FITA CREPE ADESIVA HOSPITALAR 16X50,MISSNER,PRODUTOS PARA SAUDE,FITA CREPE ADESIVA HOSPITALAR 16X50,2.849714,280,229,2.85,267,MISSNER & MISSNER LTDA
130640,2024-10-15,2024-10-24,729,FITA CREPE ADESIVA HOSPITALAR 19X50,MISSNER,PRODUTOS PARA SAUDE,FITA CREPE ADESIVA HOSPITALAR 19X50,3.211076,2064,1527,3.21,267,MISSNER & MISSNER LTDA
38181,2026-01-23,2026-02-03,2728,FITA CREPE ADESIVA HOSPITALAR 19X50,CIEX,PRODUTOS PARA SAUDE,FITA CREPE ADESIVA HOSPITALAR 19X50,2.91165,1650,1,2.88,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
497448,2025-09-04,2025-09-24,5690,FITA MICROPORE 100MMX10M 1530,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,19.11,20,0,0.0,2205,3M DO BRASIL LTDA
497449,2025-09-04,2025-09-24,5697,FITA HIPOALERGENICA 2862BR-4 5CMX4M,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,48.12,24,0,0.0,2205,3M DO BRASIL LTDA
497449,2025-09-04,2025-09-24,5698,FITA HIPOALERGENICA 2861BR-4 2.5CMX4M CX,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,25.1,48,0,0.0,2205,3M DO BRASIL LTDA
497449,2025-09-04,2025-09-24,5682,FITA MICROPORE 12.5MMX10M 1533 /BEGE,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,5.45,120,0,0.0,2205,3M DO BRASIL LTDA
497448,2025-09-04,2025-09-24,5681,FITA MICROPORE 50MMX10M 1533/ BEGE,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,9.74,40,0,0.0,2205,3M DO BRASIL LTDA
497448,2025-09-04,2025-09-24,5679,FITA MICROPORE 25MMX10M 1533/ BEGE,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,5.15,80,0,0.0,2205,3M DO BRASIL LTDA
621980,2025-12-18,2025-12-30,5676,FITA MICROPORE 25MMX10M 1530 /BRANCA,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,4.52,80,59,4.52,2205,3M DO BRASIL LTDA
621980,2025-12-18,2025-12-30,5678,FITA MICROPORE 50MMX10M 1530/ BRANCA,3M,PRODUTOS PARA SAUDE,FITA HIPOALERGÊNICA MICROPORE,9.56,80,0,9.56,2205,3M DO BRASIL LTDA
37934,2025-11-26,2025-12-05,2995,FITA MICROPOROSA 10X10 BRANCA,CIEX,PRODUTOS PARA SAUDE,FITA MICROPOROSA 10X10 BRANCA,6.9,960,218,6.8,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
128666,2024-08-23,2024-08-28,2407,FITA MICROPOROSA 10X10 BRANCA,MISSNER,PRODUTOS PARA SAUDE,FITA MICROPOROSA 10X10 BRANCA,8.2,24,0,8.2,267,MISSNER & MISSNER LTDA
139739,2025-07-07,2025-07-16,731,FITA MICROPOROSA 10X10 BRANCA ADPELE,MISSNER,PRODUTOS PARA SAUDE,FITA MICROPOROSA 10X10 BRANCA ADPELE,7.77,408,22,7.77,267,MISSNER & MISSNER LTDA
34926,2024-03-18,2024-03-27,2729,"FITA MICROPOROSA 2,5X10 BEGE",CIEX,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 2,5X10 BEGE",2.1,48,236,2.1,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
38181,2026-01-23,2026-02-03,2993,"FITA MICROPOROSA 2,5X10 BRANCA",CIEX,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 2,5X10 BRANCA",1.65,960,1,1.65,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
138897,2025-06-13,2025-06-27,2410,"FITA MICROPOROSA 2,5X10 BRANCA",MISSNER,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 2,5X10 BRANCA",2.25,960,17,2.25,267,MISSNER & MISSNER LTDA
145264,2025-11-26,2025-12-03,733,"FITA MICROPOROSA 2,5X10 BRANCA ADPELE",MISSNER,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 2,5X10 BRANCA ADPELE",1.79995,5400,2,1.84,267,MISSNER & MISSNER LTDA
145264,2025-11-26,2025-12-03,732,"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",MISSNER,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",3.599963,1344,6,3.64,267,MISSNER & MISSNER LTDA
35001,2024-03-27,2024-04-15,2730,"FITA MICROPOROSA 5,0X10 BEGE",CIEX,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 5,0X10 BEGE",3.75,384,0,3.75,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
115633,2023-06-07,2023-06-15,2408,"FITA MICROPOROSA 5,0X10 BRANCA",MISSNER,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 5,0X10 BRANCA",4.5,288,0,4.32,267,MISSNER & MISSNER LTDA
37934,2025-11-26,2025-12-05,2994,"FITA MICROPOROSA 5,0X10 BRANCA",CIEX,PRODUTOS PARA SAUDE,"FITA MICROPOROSA 5,0X10 BRANCA",3.7,360,0,3.4,1209,CIEX DO BRASIL INDUSTRIA E COMER. DE PRO. CIRURGICOS LTDA
139739,2025-07-07,2025-07-16,3704,FITA MICROPOROSA BEGE MISSNER 5CM X10M,MISSNER,PRODUTOS PARA SAUDE,FITA MICROPOROSA BEGE MISSNER 5CM X10M,4.21,192,168,4.21,267,MISSNER & MISSNER LTDA
220681,2024-04-22,2024-05-03,3056,FITA RIOSCOPE OPA TEST STRIPS ,RIOQUIMICA,PRODUTOS PARA SAUDE,FITA RIOSCOPE OPA TEST STRIPS,3.28125,80,0,3.28,739,RIOQUIMICA S.A.
497448,2025-09-04,2025-09-24,5684,"TRANSPORE 100MMX4,5M CARRETEL 1527",3M,PRODUTOS PARA SAUDE,FITA TRANSPORE,17.27,20,0,0.0,2205,3M DO BRASIL LTDA
323352,2025-05-24,2025-05-29,2507,KAVIT 10MG/ML INJ 1ML VP,CRISTALIA,FITOMENADIONA,FITOMENADIONA (10MG/ML SOL INJ IM/SUBCUTANEA AMPOLA 1ML) ,2.4,1200,0,2.62,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
142347,2025-12-19,2025-12-23,380,FITOMENADIONA 10 MG/ML INJ 1 ML IM,HIPOLABOR,FITOMENADIONA,FITOMENADIONA (10MG/ML SOL INJ IM/SUBCUTANEA AMPOLA 1ML) ,1.98,1600,0,1.6,681,HIPOLABOR FARMACEUTICA LTDA
3955,2024-09-25,2024-10-02,1398,HYVIT K 10 MG/ML INJ IM/SC 1 ML,HYPOFARMA,FITOMENADIONA,FITOMENADIONA (10MG/ML SOL INJ IM/SUBCUTANEA AMPOLA 1ML) ,1.5,1000,0,1.9,720,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
511476,2025-09-18,2025-09-25,5692,FIXADOR DE CATETER IV FIX - FIXADOR ESTE,3M,PRODUTOS PARA SAUDE,FIXADOR ESTERIL,115.32,4,0,0.0,2205,3M DO BRASIL LTDA
2510826,2023-09-29,2023-10-05,3860,FLUCONAZOL 150MG CAP VP,EMS,FLUCONAZOL,FLUCONAZOL (150MG CAPSULA),1.25,480,0,1.25,7,EMS S/A
2292222,2022-10-29,2022-11-09,153,FLUCONAZOL 150MG CAP,EMS,FLUCONAZOL,FLUCONAZOL (150MG CAPSULA),1.15,240,0,1.0,7,EMS S/A
87255,2026-02-27,2026-03-06,4449,FLUCOL 150MG CAP,BELFAR,FLUCONAZOL,FLUCONAZOL (150MG CAPSULA),0.52,5120,0,0.51,400,BELFAR LIMITADA
2378673,2023-03-25,2023-04-06,4003,FLUCONAZOL 150MG CAP VP,EMS,FLUCONAZOL,FLUCONAZOL (150MG CAPSULA),2.5,192,0,2.5,7,EMS S/A
99317,2025-10-31,2025-11-21,2186,FLUCONAZOL 2 MG/ML INJ 100 ML,HALEX ISTAR,FLUCONAZOL,FLUCONAZOL (2MG/ML SOLUCAO INJETAVEL 100ML),6.0,420,0,13.8,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
435103,2025-05-05,2025-05-13,5491,FLUCONAZOL 2MG/ML SOL INJ IV 100ML,HALEX ISTAR,FLUCONAZOL,FLUCONAZOL (2MG/ML SOLUCAO INJETAVEL 100ML),6.6,480,0,0.0,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
208335,2023-12-13,2023-12-20,1380,FLUCONAZOL 2 MG/ ML 100 ML VP,CRISTALIA,FLUCONAZOL,FLUCONAZOL (2MG/ML SOLUCAO INJETAVEL 100ML),6.8,648,2292,7.08,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
347609,2025-09-18,2025-09-22,4893,FLUCAZOL 2 MG/ML INJ 100 ML,CRISTALIA,FLUCONAZOL,FLUCONAZOL (2MG/ML SOLUCAO INJETAVEL 100ML),5.0,288,0,0.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
12842,2025-07-30,2025-08-13,2189,"DRENISON 0,125MG/G BG CR",BIOLAB,FLUDROXICORTIDA,"FLUDROXICORTIDA (0,125MG/G CREME DERMATOLOGICO 30 GRAMAS)",22.3677,240,0,24.0,1227,BIOLAB SANUS FARMACEUTICA LTDA
261065,2024-07-30,2024-08-06,25,"FLUMAZIL 0,1MG/ML INJ 5ML (C1) VP",CRISTALIA,FLUMAZENIL,"FLUMAZENIL (0,1MG/ML SOLUCAO INJETAVEL 5ML) C6",7.57,480,230,7.57,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
52713,2026-04-08,2026-04-15,4573,"FLUMAZENIL 0,1 MG/ML INJ 5 ML (C1)",TEUTO,FLUMAZENIL,"FLUMAZENIL (0,1MG/ML SOLUCAO INJETAVEL 5ML) C6",4.5,3200,90,4.84,721,LABORATORIO TEUTO BRASILEIRO S/A
947723,2024-07-31,2024-08-20,276,"LENAZEN 0,1 MG/ML INJ 5 ML (C1)",TEUTO,FLUMAZENIL,"FLUMAZENIL (0,1MG/ML SOLUCAO INJETAVEL 5ML) C6",4.8379,10000,0,4.6,721,LABORATORIO TEUTO BRASILEIRO S/A
39817,2022-11-25,2022-12-12,3646,"FLUMAZENIL SOL 0,1MG/MLX5ML (C1) VP",FRESENIUS,FLUMAZENIL,"FLUMAZENIL (0,1MG/ML SOLUCAO INJETAVEL 5ML) C6",9.0,300,0,9.0,1078,FRESENIUS KABI BRASIL LTDA.
2872768,2024-09-28,2024-10-22,4917,ROHYDORM 1 MG CP (B1),EMS,FLUNITRAZEPAM,FLUNITRAZEPAM (1MG COMPRIMIDO),0.517462,1710,0,0.0,7,EMS S/A
325671,2023-10-31,2023-11-09,2807,ROHYPNOL 1 MG CP (B1) VP,ROCHE,FLUNITRAZEPAM,FLUNITRAZEPAM (1MG COMPRIMIDO),0.554867,300,0,0.5,1202,DIVCOM S/A
416285,2025-04-11,2025-04-23,1501,ROHYPNOL 1 MG CP (B1),ROCHE,FLUNITRAZEPAM,FLUNITRAZEPAM (1MG COMPRIMIDO),0.5797,600,30,0.58,1202,DIVCOM S/A
2872768,2024-09-28,2024-10-22,4918,ROHYDORM 2 MG CP (B1),EMS,FLUNITRAZEPAM,FLUNITRAZEPAM (2MG COMPRIMIDO),0.937078,1800,0,0.0,7,EMS S/A
518151,2023-08-31,2023-09-14,1969,ROHYDORM 2 MG CP (B1) VP,EMS SIGMA PHARMA,FLUNITRAZEPAM,FLUNITRAZEPAM (2MG COMPRIMIDO),0.652258,1200,20,0.86,1172,SIGMA
2569973,2024-06-19,2024-06-21,1432,FLUSAN 50 MG/ML INJ IV 10ML,EUROFARMA ONCO,FLUORURACILA,FLUORURACILA (50MG/ML SOL INJ IV FA 10ML),12.0,400,250,11.92,1162,EUROFARMA LABORATORIOS S.A.
7454,2024-03-15,2024-03-20,912,FLUORURACILA 50 MG/ML INJ IV 10ML,ACCORD,FLUORURACILA,FLUORURACILA (50MG/ML SOL INJ IV FA 10ML),5.78,1000,0,6.1,8,ACCORD FARMACEUTICA LTDA
126897,2026-03-18,2026-03-19,4186,FLUSAN 50 MG/ML INJ IV 10ML OL,EUROFARMA ONCO,FLUORURACILA,FLUORURACILA (50MG/ML SOL INJ IV FA 10ML),13.77,1000,350,6.0,460,EUROFARMA LABORATORIOS S.A.
2712496,2025-05-14,2025-05-19,4170,FLUSAN 50 MG/ML INJ IV 20ML,EUROFARMA ONCO,FLUORURACILA,FLUORURACILA (50MG/ML SOLUCAO INJETAVEL 20ML),25.0,1000,0,24.25,460,EUROFARMA LABORATORIOS S.A.
2806650,2026-03-04,2026-03-06,1431,FLUSAN 50 MG/ML INJ IV 20ML OL,EUROFARMA ONCO,FLUORURACILA,FLUORURACILA (50MG/ML SOLUCAO INJETAVEL 20ML),21.0,280,1881,15.03,460,EUROFARMA LABORATORIOS S.A.
7454,2024-03-15,2024-03-20,160,FLUORURACILA 50 MG/ML INJ IV 20ML,ACCORD,FLUORURACILA,FLUORURACILA (50MG/ML SOLUCAO INJETAVEL 20ML),11.03,500,0,12.2,8,ACCORD FARMACEUTICA LTDA
297390,2025-09-22,2025-10-08,200,FLUTAMIDA 250 MG CP,BLAU,FLUTAMIDA,FLUTAMIDA (250MG COMPRIMIDO),4.275,3400,0,2.25,172,BLAU FARMACEUTICA S.A.
2806058,2026-03-03,2026-03-05,4351,FOLINATO DE CALCIO 10MG/ML INJ 5ML OL,EUROFARMA ONCO,FOLINATO DE CALCIO,FOLINATO DE CALCIO (10 MG/ML SOL INJ IV/IM FA 5 ML),20.0,2500,2750,12.73,460,EUROFARMA LABORATORIOS S.A.
2508867,2024-03-26,2024-03-28,4424,FOLINATO DE CALCIO 10MG/ML INJ 5ML,EUROFARMA ONCO,FOLINATO DE CALCIO,FOLINATO DE CALCIO (10 MG/ML SOL INJ IV/IM FA 5 ML),25.0,1400,900,25.0,864,EUROFARMA LABORATORIOS S.A.
2315407,2023-07-05,2023-07-12,1136,FOLINATO DE CALCIO 50MG PO LIOF INJ,EUROFARMA ONCO,FOLINATO DE CALCIO,FOLINATO DE CALCIO (50MG PO LIOF INJ FA) ,19.0,5000,0,13.53,864,EUROFARMA LABORATORIOS S.A.
2565899,2024-06-11,2024-06-13,1120,FOLINATO DE CALCIO 10MG/ML IV/IM FA 30ML,EUROFARMA ONCO,FOLINATO DE CALCIO,FOLINATO DE CALCIO 10MG/ML IV/IM FA 30ML,132.001,500,170,110.0,864,EUROFARMA LABORATORIOS S.A.
127674,2026-03-30,2026-03-30,4175,FOLINATO DE CALCIO 10MG/ML INJ 30ML OL,EUROFARMA ONCO,FOLINATO DE CALCIO,FOLINATO DE CALCIO 10MG/ML IV/IM FA 30ML,135.0,160,120,50.0,460,EUROFARMA LABORATORIOS S.A.
449463,2025-09-30,2025-10-14,2740,SYMBICORT 6/100MCG SPRAY 120 DOSES,ASTRAZENECA,BUDESONIDA+FUMARATO DE FORMOTEROL DI-HIDRATADO,FORMOTEROL + BUDESONIDA (6MCG + 100 MCG 120 DOSES) ,118.013333,30,0,95.01,1202,DIVCOM S/A
292835,2023-05-31,2023-06-14,2741,SYMBICORT 6/100MCG PO INAL 60 DOSES,ASTRAZENECA,BUDESONIDA+FUMARATO DE FORMOTEROL DI-HIDRATADO,FORMOTEROL + BUDESONIDA (6MCG + 100MCG 60 DOSES) ,88.1739,100,0,75.3,1202,DIVCOM S/A
436113,2025-07-29,2025-08-06,2739,SYMBICORT 6/200MCG SPRAY 120 DOSES,ASTRAZENECA,BUDESONIDA+FUMARATO DE FORMOTEROL DI-HIDRATADO,FORMOTEROL+ BUDESONIDA (200 MCG+ 6 MCG PO INALACAO 120 DOSES),98.8618,50,155,98.86,1202,DIVCOM S/A
313484,2023-08-31,2023-09-13,2742,SYMBICORT 6/200MCG PO INAL 60 DOSES,ASTRAZENECA,BUDESONIDA+FUMARATO DE FORMOTEROL DI-HIDRATADO,FORMOTEROL+ BUDESONIDA (200 MCG+ 6 MCG P¿ INALA¿¿O 60 DOSES) ,73.462575,400,53,72.62,1202,DIVCOM S/A
3463,2026-03-05,2026-03-10,5102,FOPITANT 150MG PO LIOF INJ IV FA,CAMBER,FOSAPREPITANTO DIMEGLUMINA,"FOSAPREPITANTO DIMEGLUMINA (150MG PO LIOF SOL INFUS IV FA)
",115.000032,192,20,114.64,1436,CAMBER FARMACEUTICA LTDA
57902,2025-05-05,2025-05-09,4327,ENEK 150MG/ML PO LIOF INF IV,BERGAMO,FOSAPREPITANTO DIMEGLUMINA,FOSAPREPITANTO DIMEGLUMINA INJETAVEL (150MG PO),141.2,10,0,136.67,704,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
19136,2026-02-26,2026-03-06,1245,FOSAPREPITANTO DIMEGLUMINA 150MG PO INJ,ACCORD,FOSAPREPITANTO DIMEGLUMINA,FOSAPREPITANTO DIMEGLUMINA INJETAVEL (150MG PO),110.0,80,0,140.0,1255,ACCORD FARMACEUTICA LTDA
