linha_produto,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global
ESOMEPRAZOL SODICO (40MG PO LIOF SOL INJ IV FA),ESOMEPRAZOL SODICO,3,"['CAMBER', 'CRISTALIA', 'EUROFARMA']",86774,esomeprazol sodico 40 mg po liof inj fa,0.92,86774,esomeprazol sodico 40 mg po liof inj fa,0.86,86774,esomeprazol sodico 40 mg po liof inj fa,0.9,86774,esomeprazol sodico 40 mg po liof inj fa,0.9164623198677542,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9520947337150574,0.9097114107165624,0.9520947337150574,0.03359059304977431,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy 
SUGAMADEX SODICO INJETAVEL (100 MG/ML SOL IV 2 ML),SUGAMADEX SODICO,3,"['BLAU', 'CRISTALIA', 'SANDOZ']",87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.91,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9,106036,mepolizumabe 100 mg caneta nucala,0.86,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.8836875044888794,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9904364943504333,0.9088247997678625,0.9904364943504333,0.0493848953767292,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
NITROFURANTOINA (100MG COMPRIMIDO),NITROFURANTOINA,1,['MANTERCORP FARMA'],92918,nitrofurantoína 100 mg cap,0.86,92918,nitrofurantoína 100 mg cap,0.86,92918,nitrofurantoína 100 mg cap,0.9,92918,nitrofurantoína 100 mg cap,0.9230841271515616,86787,fenitoina 100 mg com,1.0,0.9086168254303123,1.0,0.05779625533688814,spacy,86787,fenitoina 100 mg com
FENOBARBITAL (100MG COMPRIMIDO) B1,FENOBARBITAL,1,['CRISTALIA'],86788,fenobarbital 100 mg com,0.92,86788,fenobarbital 100 mg com,0.83,86788,fenobarbital 100 mg com,0.92,86788,fenobarbital 100 mg com,0.9119456547626847,86788,fenobarbital 100 mg com,0.9590495228767395,0.9081990355278847,0.9590495228767395,0.04741683219528234,spacy,86788,fenobarbital 100 mg com
ACIDO ACETILSALICILICO (100MG CP) ,ACIDO ACETILSALICILICO,2,"['EMS', 'IMEC']",86412, acido acetilsalicilico 100 mg com ,0.88,86412, acido acetilsalicilico 100 mg com ,0.88,86412, acido acetilsalicilico 100 mg com ,0.94,86412, acido acetilsalicilico 100 mg com ,0.9318898587683857,92918,nitrofurantoína 100 mg cap,0.9082446098327637,0.9080268937202298,0.94,0.028119306399619626,fuzz_wratio,86412, acido acetilsalicilico 100 mg com 
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML)",DIGLICONATO DE CLOREXIDINA,1,['VIC PHARMA'],84212,"clorexidina alcoolica 0,5% 100ml",1.0,84212,"clorexidina alcoolica 0,5% 100ml",0.81,84212,"clorexidina alcoolica 0,5% 100ml",0.95,84212,"clorexidina alcoolica 0,5% 100ml",0.8317069086187362,84212,"clorexidina alcoolica 0,5% 100ml",0.9476152658462524,0.9078644348929977,1.0,0.08249532288422164,fuzz_token_set,84212,"clorexidina alcoolica 0,5% 100ml"
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,CARBONATO DE LITIO,3,"['BIOLAB', 'CRISTALIA']",86569,"litio, carbonato de 300 mg com",0.93,86569,"litio, carbonato de 300 mg com",0.87,86569,"litio, carbonato de 300 mg com",0.89,86569,"litio, carbonato de 300 mg com",0.8781520620672532,86569,"litio, carbonato de 300 mg com",0.9684562683105469,0.90732166607556,0.9684562683105469,0.04121759057826135,spacy,86569,"litio, carbonato de 300 mg com"
SUGAMADEX SODICO (100MG/ML INJ IV FA 2ML),SUGAMADEX SODICO,2,"['CAMBER', 'SUN PHARMA']",87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.91,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.83,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.93,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9030428734130187,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9630851149559021,0.9072255976737841,0.9630851149559021,0.049061044880052425,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
PROPOFOL (10MG/ML OU 1% SOLUCAO INJETAVEL IV 20ML) C1,PROPOFOL,9,"['ASPEN PHARMA', 'CAMBER', 'CRISTALIA', 'FRESENIUS', 'MIDFARMA', 'NEO QUIMICA', 'TEUTO', 'UNIAO QUIMICA']",113736,propofol 10mg/ml sol inj fa 20ml,0.95,113736,propofol 10mg/ml sol inj fa 20ml,0.83,113736,propofol 10mg/ml sol inj fa 20ml,0.9,113736,propofol 10mg/ml sol inj fa 20ml,0.8943270078105754,86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml,0.9556331634521484,0.9059920342525448,0.9556331634521484,0.05086184558108463,spacy,86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml
SACCHAROMYCES BOULARDII SOLIDO (200MG CAP),SACCHAROMYCES BOULARDII,3,"['FQM', 'LEGRAND']",101634,saccharomyces boulardii 200 mg cap,0.89,101634,saccharomyces boulardii 200 mg cap,0.84,101634,saccharomyces boulardii 200 mg cap,0.89,101634,saccharomyces boulardii 200 mg cap,0.9242492967999266,101634,saccharomyces boulardii 200 mg cap,0.983545184135437,0.9055588961870727,0.983545184135437,0.052946481359533594,spacy,101634,saccharomyces boulardii 200 mg cap
TENOXICAM  (200MG /PO LIOF INJ),TENOXICAM,4,"['CRISTALIA', 'EUROFARMA', 'UNIAO QUIMICA']",87231,tenoxicam 20 mg po liof inj fa,0.91,87231,tenoxicam 20 mg po liof inj fa,0.84,87231,tenoxicam 20 mg po liof inj fa,0.91,87231,tenoxicam 20 mg po liof inj fa,0.8910145718946245,83642,acetilcisteina 200 mg gran env,0.9751890301704407,0.9052407204130131,0.9751890301704407,0.04846855275323232,spacy,83642,acetilcisteina 200 mg gran env
"ALPRAZOLAM (0,5MG COMPRIMIDO) (B1)",ALPRAZOLAM,2,['EMS'],86454,"alprazolam 0,5 mg com",0.91,86454,"alprazolam 0,5 mg com",0.82,86454,"alprazolam 0,5 mg com",0.91,86454,"alprazolam 0,5 mg com",0.8981016570882677,86635,"clonazepam 0,5 mg com",0.9766560792922974,0.9029515472761129,0.9766560792922974,0.05575885589227478,spacy,86635,"clonazepam 0,5 mg com"
LAMOTRIGINA (50MG COMPRIMIDO) C1,LAMOTRIGINA,2,"['CRISTALIA', 'ZYDUS']",86900,lamotrigina 50 mg com,0.91,86900,lamotrigina 50 mg com,0.82,86900,lamotrigina 50 mg com,0.91,86900,lamotrigina 50 mg com,0.9129608231491811,86900,lamotrigina 50 mg com,0.9616551399230957,0.9029231926144554,0.9616551399230957,0.05129964410289519,spacy,86900,lamotrigina 50 mg com
LAMOTRIGINA (100MG COMPRIMIDO) C1,LAMOTRIGINA,2,"['PRATI DONADUZZI', 'ZYDUS']",86898,lamotrigina 100 mg com,0.91,86898,lamotrigina 100 mg com,0.83,86898,lamotrigina 100 mg com,0.91,86898,lamotrigina 100 mg com,0.9095242598545449,86898,lamotrigina 100 mg com,0.95428067445755,0.9027609868624189,0.95428067445755,0.044997188531816015,spacy,86898,lamotrigina 100 mg com
ISOSSORBIDA (10MG COMPRIMIDO),DINITRATO DE ISOSSORBIDA,2,['EMS'],92960,isossorbida 10mg/ml 1ml,0.89,92960,isossorbida 10mg/ml 1ml,0.84,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,92960,isossorbida 10mg/ml 1ml,0.9331718356085108,86962,metadona 10 mg com,0.9867793321609497,0.9019902335538921,0.9867793321609497,0.058972913316079525,spacy,86962,metadona 10 mg com
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,OXALATO DE ESCITALOPRAM,4,"['CELLERA', 'EMS', 'FQM']",86762,"escitalopram, oxalato de 10 mg  com rev",0.92,86762,"escitalopram, oxalato de 10 mg  com rev",0.83,86762,"escitalopram, oxalato de 10 mg  com rev",0.87,86762,"escitalopram, oxalato de 10 mg  com rev",0.9239364238796504,86762,"escitalopram, oxalato de 10 mg  com rev",0.9641898274421692,0.9016252502643638,0.9641898274421692,0.05215380892871748,spacy,86762,"escitalopram, oxalato de 10 mg  com rev"
OXALATO DE ESCITALOPRAM (20MG COMPRIMIDO) C1,OXALATO DE ESCITALOPRAM,1,['FQM'],86763,"escitalopram, oxalato de 20 mg com rev",0.92,86763,"escitalopram, oxalato de 20 mg com rev",0.83,86763,"escitalopram, oxalato de 20 mg com rev",0.87,86763,"escitalopram, oxalato de 20 mg com rev",0.9192725706591393,86763,"escitalopram, oxalato de 20 mg com rev",0.9651764035224915,0.9008897948363263,0.9651764035224915,0.0519986463325835,spacy,86763,"escitalopram, oxalato de 20 mg com rev"
ALBUMINA HUMANA (20% SOL INJ FA 50ML) 200G/L ,ALBUMINA HUMANA,3,"['BIOTEST', 'BLAU', 'KEDRION']",86440,albumina humana 20%  (200 mg/ml) sol inj fa 50 ml,0.94,86440,albumina humana 20%  (200 mg/ml) sol inj fa 50 ml,0.88,86440,albumina humana 20%  (200 mg/ml) sol inj fa 50 ml,0.89,86440,albumina humana 20%  (200 mg/ml) sol inj fa 50 ml,0.8355003295038895,87130,imunoglobulina humana 5g sol inj fa 100 ml,0.958065390586853,0.9007131440181485,0.958065390586853,0.04906438169934865,spacy,87130,imunoglobulina humana 5g sol inj fa 100 ml
DIVALPROATO DE SODIO (250MG COMPRIMIDO) (C1),DIVALPROATO DE SODIO,1,['ZYDUS'],86724,divalproato de sodio 250 mg com rev,0.91,92912,divalproato de sodio 500 mg com,0.84,86724,divalproato de sodio 250 mg com rev,0.91,86724,divalproato de sodio 250 mg com rev,0.8749751375483839,92912,divalproato de sodio 500 mg com,0.9625164866447449,0.8994983248386259,0.9625164866447449,0.04564344545848609,spacy,92912,divalproato de sodio 500 mg com
EVEROLIMO (5MG COMPRIMIDO),EVEROLIMO,4,"['DR REDDYS', 'NATCOFARMA', 'NOVARTIS']",106816,everolimo 10 mg com ,0.89,106816,everolimo 10 mg com ,0.78,106816,everolimo 10 mg com ,0.89,106816,everolimo 10 mg com ,0.9348953393554618,86781,everolimo 5 mg com afinitor ,1.0000001192092896,0.8989790917129502,1.0000001192092896,0.08033134083586574,spacy,86781,everolimo 5 mg com afinitor 
HALOPERIDOL (5MG COMPRIMIDO) C1,HALOPERIDOL,2,"['CRISTALIA', 'JANSSEN-CILAG']",86608,haloperidol 5 mg com,0.9,86608,haloperidol 5 mg com,0.81,86608,haloperidol 5 mg com,0.9,86608,haloperidol 5 mg com,0.9223974095998698,86608,haloperidol 5 mg com,0.9616068005561829,0.8988008420312106,0.9616068005561829,0.05565485588064861,spacy,86608,haloperidol 5 mg com
LAMOTRIGINA (25MG COMPRIMIDO) C1,LAMOTRIGINA,1,['CRISTALIA'],86899,lamotrigina 25 mg com,0.91,86899,lamotrigina 25 mg com,0.82,86899,lamotrigina 25 mg com,0.91,86899,lamotrigina 25 mg com,0.8924615207600212,86899,lamotrigina 25 mg com,0.9562845826148987,0.897749220674984,0.9562845826148987,0.049496092955745905,spacy,86899,lamotrigina 25 mg com
"ALPRAZOLAM (0,25MG COMPRIMIDO) (B1)",ALPRAZOLAM,1,['EMS'],86453,"alprazolam 0,25 mg com",0.91,86453,"alprazolam 0,25 mg com",0.83,86453,"alprazolam 0,25 mg com",0.91,86454,"alprazolam 0,5 mg com",0.8646836505065109,86453,"alprazolam 0,25 mg com",0.9740192294120789,0.8977405759837179,0.9740192294120789,0.054315204777017734,spacy,86453,"alprazolam 0,25 mg com"
OXCARBAZEPINA (60MG/ML SUS OR 100ML) C1,OXCARBAZEPINA,2,"['NOVARTIS', 'UNIAO QUIMICA']",87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.88,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.87,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.89,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.8528223423796821,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml,0.9841994047164917,0.8954043494192347,0.9841994047164917,0.05150162888649509,spacy,87073,oxcarbazepina 60 mg/ml sus or fr 100 ml
SULFAMETOXAZOL+TRIMETOPRIMA ( 400+80MG COMPRIMIDO),SULFAMETOXAZOL+TRIMETOPRIMA,3,"['BELFAR', 'FQM']",87207,sulfametoxazol + trimetoprima 800 mg + 160 mg com,0.93,87207,sulfametoxazol + trimetoprima 800 mg + 160 mg com,0.85,87207,sulfametoxazol + trimetoprima 800 mg + 160 mg com,0.89,87207,sulfametoxazol + trimetoprima 800 mg + 160 mg com,0.8560870548066903,87140,propranolol 40 mg com,0.9469194412231445,0.894601299205967,0.9469194412231445,0.043255204510339776,spacy,87140,propranolol 40 mg com
AMPICILINA SODICA (1G PO INJ IV/IM FA),AMPICILINA SODICA,1,['EUGIA'],83646,ampicilina sodica 1 g po liof inj fa,0.89,83646,ampicilina sodica 1 g po liof inj fa,0.89,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,83646,ampicilina sodica 1 g po liof inj fa,0.8529788312678264,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.9777286648750305,0.8941414992285714,0.9777286648750305,0.04970192525383247,spacy,83653,ceftriaxona sodica 1 g iv/im po liof inj fa
CEFALEXINA (50 MG/ML PO P/ SUS OR FR 60ML),CEFALEXINA,1,['TEUTO'],86579,cefalexina 50 mg/ml sus or fr 100 ml,0.94,86579,cefalexina 50 mg/ml sus or fr 100 ml,0.8,86579,cefalexina 50 mg/ml sus or fr 100 ml,0.89,86579,cefalexina 50 mg/ml sus or fr 100 ml,0.8739310537194167,86472,amoxicilina 50 mg/ml sus or fr 150 ml,0.9657596349716187,0.893938137738207,0.9657596349716187,0.06426544304946422,spacy,86472,amoxicilina 50 mg/ml sus or fr 150 ml
IMUNOGLOBULINA HUMANA (100MG/ML SOL INJ IV 50ML),IMUNOGLOBULINA HUMANA,1,['ASP FARMACEUTICA'],87130,imunoglobulina humana 5g sol inj fa 100 ml,0.89,87130,imunoglobulina humana 5g sol inj fa 100 ml,0.86,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87130,imunoglobulina humana 5g sol inj fa 100 ml,0.8961229741611685,86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9617307782173157,0.8935707504756968,0.9617307782173157,0.04159039571055324,spacy,86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril
TARTARATO DE METOPROLOL (1MG/ML SOL INJ IV AMP 5ML),TARTARATO DE METOPROLOL,2,"['CRISTALIA', 'HALEX ISTAR']",86982,"metoprolol, tartarato 1 mg/ml sol inj amp 5 ml",0.91,86982,"metoprolol, tartarato 1 mg/ml sol inj amp 5 ml",0.83,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86982,"metoprolol, tartarato 1 mg/ml sol inj amp 5 ml",0.9081366181880597,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.954353928565979,0.8924981093508076,0.954353928565979,0.04831967065681333,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 100ML),DIGLICONATO DE CLOREXIDINA,2,"['RIOQUIMICA', 'VIC PHARMA']",84215,clorexidina degermante 2% 100ml,1.0,84215,clorexidina degermante 2% 100ml,0.8,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,84215,clorexidina degermante 2% 100ml,0.8390704371615267,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9632652997970581,0.8924671473917171,1.0,0.08519270867276219,fuzz_token_set,84215,clorexidina degermante 2% 100ml
ALBENDAZOL 40MG/ML SUS OR 10ML ,ALBENDAZOL,2,"['GEOLAB', 'PRATI DONADUZZI']",86438,albendazol 40 mg/ml sus or fr 10 ml,0.9,86438,albendazol 40 mg/ml sus or fr 10 ml,0.8,86438,albendazol 40 mg/ml sus or fr 10 ml,0.92,86438,albendazol 40 mg/ml sus or fr 10 ml,0.8579202239676269,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.9825873970985413,0.8921015242132336,0.9825873970985413,0.06833640338735304,spacy,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml
ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,ACIDO ASCORBICO,2,"['HYPOFARMA', 'USO E CONSUMO']",86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.9,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.86,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.89,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.8419603684207643,110317,iopromida 300 (623mg/ml) sol inj fr 100ml (ultravist),0.9676209688186646,0.8919162674478859,0.9676209688186646,0.04825572659788076,spacy,110317,iopromida 300 (623mg/ml) sol inj fr 100ml (ultravist)
SINVASTATINA (40MG COMPRIMIDO) ,SINVASTATINA,2,"['EMS', 'LABORATORIO GLOBO']",87187,sinvastatina 40 mg com rev,0.89,87187,sinvastatina 40 mg com rev,0.81,87187,sinvastatina 40 mg com rev,0.89,87187,sinvastatina 40 mg com rev,0.8844438031510286,87140,propranolol 40 mg com,0.9844310879707336,0.8917749782243526,0.9844310879707336,0.06191193132239601,spacy,87140,propranolol 40 mg com
OLANZAPINA (10 MG CP),OLANZAPINA,1,['PRATI DONADUZZI'],87050,olanzapina 10 mg com rev,0.91,87050,olanzapina 10 mg com rev,0.84,87050,olanzapina 10 mg com rev,0.87,87051,"olanzapina 2,5 mg com",0.925429640214822,115792,bromoprida 10 mg cap,0.9122848510742188,0.8915428982578082,0.925429640214822,0.0354963776954146,tfidf,87051,"olanzapina 2,5 mg com"
FINASTERIDA (5MG COMPRIMIDO),FINASTERIDA,1,['AUROBINDO'],86805,finasterida 5 mg com rev,0.88,86805,finasterida 5 mg com rev,0.79,86805,finasterida 5 mg com rev,0.88,86805,finasterida 5 mg com rev,0.917003710587572,87021,nebivolol 5 mg com,0.9900206327438354,0.8914048686662814,0.9900206327438354,0.07232471755929477,spacy,87021,nebivolol 5 mg com
RACECADOTRILA  (100MG CAP) ,RACECADOTRILA,1,['BAGO'],87146,racecadotrila 100 mg cap dura,0.88,87146,racecadotrila 100 mg cap dura,0.81,87146,racecadotrila 100 mg cap dura,0.88,87146,racecadotrila 100 mg cap dura,0.902531437376583,92918,nitrofurantoína 100 mg cap,0.9844186305999756,0.8913900135953117,0.9844186305999756,0.06257446371748243,spacy,92918,nitrofurantoína 100 mg cap
"DIGLICONATO DE CLOREXIDINA (0,2% AQUOSA 1000ML)",DIGLICONATO DE CLOREXIDINA,1,['RIOQUIMICA'],84213,"clorexidina aquosa 0,2% 1000ml",1.0,84210,"clorexidina 0,2% solução aquosa 100ml",0.82,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,84213,"clorexidina aquosa 0,2% 1000ml",0.8245485065032833,84213,"clorexidina aquosa 0,2% 1000ml",0.9521995782852173,0.8913496169577002,1.0,0.08069011434207272,fuzz_token_set,84213,"clorexidina aquosa 0,2% 1000ml"
SONDA FOLEY 2 VIAS FR 12 C/ BALAO 30CC,PRODUTOS PARA SAUDE,5,"['BE CARE', 'DESCARPACK', 'MEDIX']",87583,sonda foley 2 vias n° 12 30cc ,0.96,87583,sonda foley 2 vias n° 12 30cc ,0.83,87583,sonda foley 2 vias n° 12 30cc ,0.91,87583,sonda foley 2 vias n° 12 30cc ,0.8798974251825001,87583,sonda foley 2 vias n° 12 30cc ,0.8762275576591492,0.8912249965683298,0.96,0.04791721794671814,fuzz_token_set,87583,sonda foley 2 vias n° 12 30cc 
SONDA FOLEY 2 VIAS FR 18 C/ BALAO 30CC,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87586,sonda foley 2 vias n° 18 30cc ,0.96,87586,sonda foley 2 vias n° 18 30cc ,0.83,87586,sonda foley 2 vias n° 18 30cc ,0.91,87586,sonda foley 2 vias n° 18 30cc ,0.8840056717508046,87586,sonda foley 2 vias n° 18 30cc ,0.8711949586868286,0.8910401260875267,0.96,0.048177152880176044,fuzz_token_set,87586,sonda foley 2 vias n° 18 30cc 
SONDA FOLEY 2 VIAS FR 16 C/ BALAO 30CC,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87585,sonda foley 2 vias n° 16 30cc ,0.96,87585,sonda foley 2 vias n° 16 30cc ,0.83,87585,sonda foley 2 vias n° 16 30cc ,0.91,87585,sonda foley 2 vias n° 16 30cc ,0.8826712714819545,87585,sonda foley 2 vias n° 16 30cc ,0.8673670291900635,0.8900076601344036,0.96,0.04864658604667536,fuzz_token_set,87585,sonda foley 2 vias n° 16 30cc 
"EVEROLIMO (2,5MG COMPRIMIDO)",EVEROLIMO,1,['NOVARTIS'],106816,everolimo 10 mg com ,0.89,106816,everolimo 10 mg com ,0.74,106816,everolimo 10 mg com ,0.89,106816,everolimo 10 mg com ,0.9296653447856319,87388,"everolimo 2,5 mg com afinitor",1.0,0.8899330689571265,1.0,0.09509642103956983,spacy,87388,"everolimo 2,5 mg com afinitor"
CLONAZEPAM (2MG COMPRIMIDO) B1,CLONAZEPAM,2,"['CRISTALIA', 'EMS']",86636,clonazepam 2 mg com,0.9,86636,clonazepam 2 mg com,0.8,86636,clonazepam 2 mg com,0.9,86636,clonazepam 2 mg com,0.8812463348050604,86935,loperamida 2 mg com,0.9624454379081726,0.8887383545426466,0.9624454379081726,0.058345971115732746,spacy,86935,loperamida 2 mg com
FUROSEMIDA (10MG/ML SOLUCAO INJETAVEL 2ML) ,FUROSEMIDA,3,"['HYPOFARMA', 'SANTISA', 'TEUTO']",86590,furosemida 10 mg/ml sol inj amp 2 ml,0.86,86590,furosemida 10 mg/ml sol inj amp 2 ml,0.82,86590,furosemida 10 mg/ml sol inj amp 2 ml,0.91,86590,furosemida 10 mg/ml sol inj amp 2 ml,0.8608018464009034,106331,etilefrina 10mg/ml sol inj amp 1ml,0.992761492729187,0.8887126678260181,0.992761492729187,0.06634035431186729,spacy,106331,etilefrina 10mg/ml sol inj amp 1ml
VASELINA LIQUIDA 1000ML,VASELINA,2,"['RIOQUIMICA', 'VIC PHARMA']",83940,vaselina 1000ml,1.0,83940,vaselina 1000ml,0.79,83878,sabonete liquido neutro 1000ml espuma extra suave,0.86,83940,vaselina 1000ml,0.8106006007263554,83940,vaselina 1000ml,0.9814483523368835,0.8884097906126478,1.0,0.09702373668421081,fuzz_token_set,83940,vaselina 1000ml
ALPRAZOLAM (1MG COMPRIMIDO) (B1),ALPRAZOLAM,2,['EMS'],86455,alprazolam 1 mg com,0.9,86455,alprazolam 1 mg com,0.8,86455,alprazolam 1 mg com,0.9,86455,alprazolam 1 mg com,0.8761091599881788,86455,alprazolam 1 mg com,0.9653107523918152,0.8882839824759987,0.9653107523918152,0.059476762860258936,spacy,86455,alprazolam 1 mg com
"FUROATO DE FLUTICASONA (0,5MG/G SUS SPR NAS 120 DOSES)
",FUROATO DE FLUTICASONAÂ ,3,"['GLAXOSMITHKLINE', 'GSK']",86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.89,86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.87,92737,indicador de limpeza atp,0.86,86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.8970925796836978,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.9241730570793152,0.8882531273526026,0.9241730570793152,0.025014219438574393,spacy,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex"
NIFEDIPINA (20MG COMPRIMIDO ),NIFEDIPINO,2,['NEO QUIMICA'],87027,nifedipino 20 mg com,0.92,87027,nifedipino 20 mg com,0.82,87027,nifedipino 20 mg com,0.92,87027,nifedipino 20 mg com,0.7901065791305756,87027,nifedipino 20 mg com,0.9908837080001831,0.8881980574261519,0.9908837080001831,0.08191456385720573,spacy,87027,nifedipino 20 mg com
VALPROATO DE SODIO (500 MG CP) (C1),VALPROATO DE SODIO,1,['BIOLAB'],87287,valproato de sodio 500 mg com rev ,0.89,87287,valproato de sodio 500 mg com rev ,0.84,87287,valproato de sodio 500 mg com rev ,0.88,87287,valproato de sodio 500 mg com rev ,0.9007336036393032,86683,divalproato de sodio 125 sprinkle mg cap,0.9239657521247864,0.8869398711528179,0.9239657521247864,0.030911408175952275,spacy,86683,divalproato de sodio 125 sprinkle mg cap
DOPAMINA (5MG/ML SOLUCAO INJETAVEL IV 10ML) ,CLORIDRATO DE DOPAMINA,3,"['CRISTALIA', 'TEUTO', 'UNIAO QUIMICA']",86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.89,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.82,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.91,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.8297147047019763,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.980433464050293,0.886029633750454,0.980433464050293,0.0652566264997814,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
DICLORIDRATO DE FLUNARIZINA (10MG COMPRIMIDO) ,FLUNARIZINA,1,['NEO QUIMICA'],92944, flunarizina 10mg ,1.0,87127,dicloridrato de levocetirizina 5 mg com rev ,0.71,92944, flunarizina 10mg ,0.9,92944, flunarizina 10mg ,0.827965338655528,104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9920410513877869,0.8860012780086629,1.0,0.12122368424593055,fuzz_token_set,92944, flunarizina 10mg 
DICLORIDRATO DE TRIMETAZIDINA  (CAP LP 80MG),DICLORIDRATO DE TRIMETAZIDINA,1,['SERVIER'],92961,trimetazidina dicloridrato 80 mg lp,0.91,92961,trimetazidina dicloridrato 80 mg lp,0.84,92737,indicador de limpeza atp,0.86,92961,trimetazidina dicloridrato 80 mg lp,0.903420763946391,92961,trimetazidina dicloridrato 80 mg lp,0.9133306741714478,0.8853502876235677,0.9133306741714478,0.03322776751559333,spacy,92961,trimetazidina dicloridrato 80 mg lp
