linha_produto,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global
BICARBONATO DE SODIO (84MG/ML SOL INJ IV FRASCO SISTEMA FECHADO 250ML),BICARBONATO DE SODIO,3,"['FRESENIUS', 'HYPOFARMA', 'JP INDUSTRIA']",87321,"bicarbonato de sodio 8,4% 250 ml fr sistema fechado",0.88,87321,"bicarbonato de sodio 8,4% 250 ml fr sistema fechado",0.81,108044,ravulizumabe 100 mg/ml fa 3 ml ultomiris,0.86,87321,"bicarbonato de sodio 8,4% 250 ml fr sistema fechado",0.7873047004049784,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.8862399458885193,0.8447089292586994,0.8862399458885193,0.04388637921202059,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
FERRIPOLIMALTOSE  (100MG CP),FERRIPOLIMALTOSE,1,['FQM'],86797,ferripolimaltose 100 mg com mas,0.79,86797,ferripolimaltose 100 mg com mas,0.79,111927,"nirsevimabe 100mg/ml sol inj im ct ser preenc vd trans x 0,5 ml - beyfortus",0.86,86797,ferripolimaltose 100 mg com mas,0.8792943821143788,92918,nitrofurantoína 100 mg cap,0.9040027260780334,0.8446594216384824,0.9040027260780334,0.05227773512965342,spacy,92918,nitrofurantoína 100 mg cap
SUCCINATO DE METOPROLOL (50MG CP REV LIB PROLONGADA),SUCCINATO DE METOPROLOL,1,['BIOLAB'],86981,"metoprolol, succinato 50 mg com rev lib prol",0.84,86981,"metoprolol, succinato 50 mg com rev lib prol",0.82,106834,belzutifano 40 mg com rev  welireg,0.86,86981,"metoprolol, succinato 50 mg com rev lib prol",0.7978859045258619,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.9049753546714783,0.844572251839468,0.9049753546714783,0.040898857923759975,spacy,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula
ETOMIDATO (2MG/ML SOLUCAO INJETAVEL 10ML) C3,ETOMIDATO,3,"['BLAU', 'CRISTALIA']",86778,etomidato 2 mg/ml sol inj amp 10 ml,0.84,86778,etomidato 2 mg/ml sol inj amp 10 ml,0.78,86778,etomidato 2 mg/ml sol inj amp 10 ml,0.87,86778,etomidato 2 mg/ml sol inj amp 10 ml,0.7675875075319477,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.9642704725265503,0.8443715960116996,0.9642704725265503,0.07920095509045375,spacy,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent
LUVA CIRURGICA 7.5 C/PO,PRODUTOS PARA SAUDE,10,"['BE CARE', 'LEMGRUBER', 'MUCAMBO', 'SANRO']",87529,"luva cirurgica esteril nº 7,5",0.88,87529,"luva cirurgica esteril nº 7,5",0.77,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87529,"luva cirurgica esteril nº 7,5",0.8255233546340006,87354,pds ii 6-0 ag 1.3 3/8 cil (z127h),0.8855018019676208,0.8442050313203243,0.8855018019676208,0.04767487755969844,spacy,87354,pds ii 6-0 ag 1.3 3/8 cil (z127h)
DIOSMINA+HESPERIDINA SOLIDO (500MG COMPRIMIDO),DIOSMINA+HESPERIDINA,5,"['BIOLAB', 'NEO QUIMICA', 'SERVIER']",86721,diosmina 450 mg + hesperidina 50 mg com rev,0.83,86721,diosmina 450 mg + hesperidina 50 mg com rev,0.74,114727,compressa de gaze 10x10 com fio radiopaco 13 fios estéril (pct c/ 10),0.86,86721,diosmina 450 mg + hesperidina 50 mg com rev,0.8202683091263868,87100,paracetamol 500 mg com,0.9700755476951599,0.8440687713643094,0.9700755476951599,0.08325595058440648,spacy,87100,paracetamol 500 mg com
LUVA CIRURGICA 8.5 C/PO,PRODUTOS PARA SAUDE,4,"['LEMGRUBER', 'MUCAMBO', 'SANRO']",87727,"luva cirurgica esteril nº 8,5",0.88,87727,"luva cirurgica esteril nº 8,5",0.77,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87727,"luva cirurgica esteril nº 8,5",0.8252133376758001,87354,pds ii 6-0 ag 1.3 3/8 cil (z127h),0.8840752243995667,0.8438577124150732,0.8840752243995667,0.0473995281178384,spacy,87354,pds ii 6-0 ag 1.3 3/8 cil (z127h)
PAMIDRONATO DISSODICO (90MG PO LIOF SOL INJ IV FA),PAMIDRONATO DISSODICO,2,['EUROFARMA ONCO'],87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.86,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.74,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.8246803196961054,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.934149444103241,0.8437659527598693,0.934149444103241,0.07040578532445858,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy 
FLUCONAZOL (2MG/ML SOLUCAO INJETAVEL 100ML),FLUCONAZOL,4,"['CRISTALIA', 'HALEX ISTAR']",86812,fluconazol 2 mg/ml inj bols 100 ml,0.84,86812,fluconazol 2 mg/ml inj bols 100 ml,0.77,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86812,fluconazol 2 mg/ml inj bols 100 ml,0.7628923023138506,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.9854098558425903,0.8436604316312881,0.9854098558425903,0.08989247663178608,spacy,110280,dipiridamol 5mg/ml sol inj amp 2ml
CLORETO DE SODIO (9MG/ML SOL INJ IV 100ML)  ,CLORETO DE SODIO,9,"['ACULIFE', 'EQUIPLEX', 'EUROFARMA', 'FARMACE', 'FARMARIN', 'FRESENIUS', 'HALEX ISTAR']",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.88,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.81,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.88,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.6986738939763862,87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9495865702629089,0.843652092847859,0.9495865702629089,0.09488887673871248,spacy,87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml
POLISSULFATO DE MUCOPOLISSACARIDEO (5MG/G GEL BG 40G),POLISSULFATO DE MUCOPOLISSACARIDEO,1,['UNIAO QUIMICA'],87014,mucopolissacarideo 5 mg/g gel bisn 40g,0.85,87014,mucopolissacarideo 5 mg/g gel bisn 40g,0.72,92737,indicador de limpeza atp,0.86,87014,mucopolissacarideo 5 mg/g gel bisn 40g,0.8058875535716301,87174,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g ,0.9817517399787903,0.843527858710084,0.9817517399787903,0.09499340220898422,spacy,87174,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g 
CANDESARTANA CILEXETILA (16MG COMPRIMIDO) USO ORAL/ADULTO,CANDESARTANA CILEXETILA,1,['SANDOZ'],86559,candesartana cilexetila 8 mg com,0.92,86558,candesartana cilexetila 16 mg com,0.77,87396,axitinibe 5 mg com rev inlyta,0.86,86559,candesartana cilexetila 8 mg com,0.806356255521758,115489,aripiprazol 15mg com aristab,0.8593742847442627,0.8431461080532042,0.92,0.057353671356890554,fuzz_token_set,86559,candesartana cilexetila 8 mg com
TROMETAMOL CETOROLACO (30MG/ML SOL INJ 1ML),TROMETAMOL CETOROLACO,5,"['BLAU', 'EMS', 'HIPOLABOR', 'UNIAO QUIMICA']",86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.83,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.78,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.7622295821122909,106331,etilefrina 10mg/ml sol inj amp 1ml,0.9832375049591064,0.8430934174142795,0.9832375049591064,0.08748910584873426,spacy,106331,etilefrina 10mg/ml sol inj amp 1ml
CLORIDRATO DE CIPROFLOXACINO (500MG COMPRIMIDO),CLORIDRATO DE CIPROFLOXACINO,2,"['LABORATORIO GLOBO', 'PHARLAB']",86626,ciprofloxacino 500 mg com rev,0.81,86626,ciprofloxacino 500 mg com rev,0.75,92737,indicador de limpeza atp,0.86,86626,ciprofloxacino 500 mg com rev,0.8155406292456637,92912,divalproato de sodio 500 mg com,0.978270947933197,0.8427623154357722,0.978270947933197,0.0852627760620211,spacy,92912,divalproato de sodio 500 mg com
CEFALOTINA SODICA (1G PO INJ IM/IV 10 ML),CEFALOTINA SODICA,1,['BLAU'],86582,cefalotina  sodica 1 g po liof inj fa,0.8,86582,cefalotina  sodica 1 g po liof inj fa,0.77,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,86582,cefalotina  sodica 1 g po liof inj fa,0.850661158738296,115427,"edaravona 1,5 mg/ml amp iv 20 ml radicava",0.9323978424072266,0.8426118002291044,0.9323978424072266,0.062283453029215674,spacy,115427,"edaravona 1,5 mg/ml amp iv 20 ml radicava"
"MIDAZOLAM (5MG/ML SOL INJ IV/IM/RET AMP 10ML) B1
",MIDAZOLAM,2,"['FQM', 'TEUTO']",86995,midazolam 5 mg/ml sol inj amp 3 ml,0.87,86994,midazolam 5 mg/ml sol inj amp 10 ml,0.77,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.7576496323164692,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9553381204605103,0.8425975505553959,0.9553381204605103,0.0810103831995268,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
OXCARBAZEPINA (600MG COMPRIMIDO) C1,OXCARBAZEPINA,1,['NOVARTIS'],87072,oxcarbazepina 300 mg com rev,0.85,87072,oxcarbazepina 300 mg com rev,0.74,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87072,oxcarbazepina 300 mg com rev,0.8093263877192637,86566,carbamazepina 400 mg com,0.9521805047988892,0.8423013785036305,0.9521805047988892,0.07745781824999602,spacy,86566,carbamazepina 400 mg com
CAPECITABINA (150MG COMPRIMIDO REVESTIDO),CAPECITABINA,3,"['EUROFARMA ONCO', 'SUN PHARMA']",106817,capecitabina 500 mg com rev,0.85,106817,capecitabina 500 mg com rev,0.78,86551,"cabozantinibe, levomalato 40 mg com rev cabometyx",0.86,106817,capecitabina 500 mg com rev,0.7421123710725015,86921,levotiroxina sodica 150 mcg com,0.9782641530036926,0.8420753048152388,0.9782641530036926,0.09052268976960333,spacy,86921,levotiroxina sodica 150 mcg com
BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),BROMOPRIDA,3,"['EMS', 'NATIVITA']",86536,bromoprida 4mg/ml solução oral 20 ml ,0.95,86536,bromoprida 4mg/ml solução oral 20 ml ,0.75,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86536,bromoprida 4mg/ml solução oral 20 ml ,0.6729677560330622,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.9767864346504211,0.8419508381366967,0.9767864346504211,0.12960639488642775,spacy,110280,dipiridamol 5mg/ml sol inj amp 2ml
CLORETO DE POTASSIO (60MG/ML SOL OR 100ML),CLORETO DE POTASSIO,2,['PRATI DONADUZZI'],86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.85,86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.78,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.7525136640800072,86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.9666547179222107,0.8418336764004435,0.9666547179222107,0.08333436370872592,spacy,86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml"
"APIXABANA SOLIDO ( 2,5MG COMPRIMIDO)",APIXABANA,5,"['ACCORD', 'NATCOFARMA', 'ZYDUS']",86485,"apixabana 2,5 mg com rev",0.8,86485,"apixabana 2,5 mg com rev",0.72,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86485,"apixabana 2,5 mg com rev",0.8369969017776826,87388,"everolimo 2,5 mg com afinitor",0.9915856719017029,0.8417165147358772,0.9915856719017029,0.0992125274481897,spacy,87388,"everolimo 2,5 mg com afinitor"
FENOBARBITAL (100MG/ML SOLUCAO INJETAVEL 2ML) B1,FENOBARBITAL SODICO,1,['CRISTALIA'],86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.79,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.74,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,86788,fenobarbital 100 mg com,0.8373903116505261,110317,iopromida 300 (623mg/ml) sol inj fr 100ml (ultravist),0.9801711440086365,0.8415122911318326,0.9801711440086365,0.09019884279140473,spacy,110317,iopromida 300 (623mg/ml) sol inj fr 100ml (ultravist)
SONDA FOLEY 2 VIAS FR 14 C/BALAO 15-30CC,PRODUTOS PARA SAUDE,1,['MEDIX'],87585,sonda foley 2 vias n° 16 30cc ,0.9,87585,sonda foley 2 vias n° 16 30cc ,0.76,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87583,sonda foley 2 vias n° 12 30cc ,0.7956636073975729,87591,sonda foley 3 vias n° 18,0.8918781280517578,0.8415083470898661,0.9,0.06133041725855449,fuzz_token_set,87585,sonda foley 2 vias n° 16 30cc 
CETOPROFENO (100MG PO INJ IV),CETOPROFENO,3,"['CRISTALIA', 'TEUTO', 'UNIAO QUIMICA']",86329,cetoprofeno 100 mg po liof iv fa,0.78,86329,cetoprofeno 100 mg po liof iv fa,0.75,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86329,cetoprofeno 100 mg po liof iv fa,0.8364613217283988,86329,cetoprofeno 100 mg po liof iv fa,0.9788170456886292,0.8410556734834056,0.9788170456886292,0.08856794310741192,spacy,86329,cetoprofeno 100 mg po liof iv fa
"PROPIONATO DE CLOBETASOL (0,5MG/G CREME)",PROPIONATO DE CLOBETASOL,1,['LABORATORIO GLOBO'],105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.91,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.78,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.87,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.6855810244237488,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex",0.9586017727851868,0.8408365594417871,0.9586017727851868,0.10875212798758206,spacy,105079,"propionato de clobetasol 0,5mg/g cr derm bg 30g psorex"
"RISPERIDONA (2MG CPR REV) 
",RISPERIDONA,1,['ACCORD'],87159,risperidona 1 mg com rev,0.79,87159,risperidona 1 mg com rev,0.77,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87159,risperidona 1 mg com rev,0.8342934096102997,92932,prucaloprida 2mg resolor ,0.9494948387145996,0.8407576496649799,0.9494948387145996,0.07038965604749353,spacy,92932,prucaloprida 2mg resolor 
LUVA CIRURGICA 8.0 C/PO,PRODUTOS PARA SAUDE,8,"['BE CARE', 'LEMGRUBER', 'MUCAMBO', 'SANRO']",87530,"luva cirurgica esteril nº 8,0",0.88,87530,"luva cirurgica esteril nº 8,0",0.77,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87530,"luva cirurgica esteril nº 8,0",0.8249819911818871,87627,catgut simples 5-0 ag 2.0 1/2 cil (g320t),0.8684324026107788,0.8406828787585331,0.88,0.04452979477296088,fuzz_token_set,87530,"luva cirurgica esteril nº 8,0"
" DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",FOSFATO DISSODICO DE DEXAMETASONA,4,"['EUROFARMA', 'FARMACE', 'HYPOFARMA', 'TEUTO']",83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",0.86,106331,etilefrina 10mg/ml sol inj amp 1ml,0.69,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86693,dexametasona 4 mg com,0.7991186687101737,83687,norepinefrina 2 mg/ml sol inj amp 4 ml,0.9934878349304199,0.8405213007281187,0.9934878349304199,0.1101458577834531,spacy,83687,norepinefrina 2 mg/ml sol inj amp 4 ml
PARECOXIBE SODICO INJETAVEL (40MG PO LIOF INJ IV/IM ),PARECOXIBE SODICO,1,['EUROFARMA'],87102,parecoxibe sódico 40 mg po liof inj fa,0.87,87102,parecoxibe sódico 40 mg po liof inj fa,0.75,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87102,parecoxibe sódico 40 mg po liof inj fa,0.8194767671899664,86329,cetoprofeno 100 mg po liof iv fa,0.9025161266326904,0.8403985787645315,0.9025161266326904,0.05858471398106282,spacy,86329,cetoprofeno 100 mg po liof iv fa
LIDOCAINA (10MG/ML SOLUCAO INJETAVEL 20ML S/VASO),CLORIDRATO DE LIDOCAINA,1,['HYPOFARMA'],86931,lidocaina 2% (20 mg/ml) sem vaso sol inj amp 5 ml,0.81,86931,lidocaina 2% (20 mg/ml) sem vaso sol inj amp 5 ml,0.77,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,86931,lidocaina 2% (20 mg/ml) sem vaso sol inj amp 5 ml,0.7850388121893496,106331,etilefrina 10mg/ml sol inj amp 1ml,0.9766721129417419,0.8403421850262184,0.9766721129417419,0.08351558712084381,spacy,106331,etilefrina 10mg/ml sol inj amp 1ml
MEROPENEM 2G PO,MEROPENEM TRI-HIDRATADO,1,['EUROFARMA'],86954,meropenem 1 g po liof inj fa,0.89,86954,meropenem 1 g po liof inj fa,0.65,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,86954,meropenem 1 g po liof inj fa,0.8325926586035863,86477,ampicilina + sulbactam 2 g + 1 g po liof inj fa,0.9687389135360718,0.8402663144279316,0.9687389135360718,0.11792817935945013,spacy,86477,ampicilina + sulbactam 2 g + 1 g po liof inj fa
CLARITROMICINA (250MG/5ML SUS OR 60ML),CLARITROMICINA,2,['EMS'],83656,claritromicina 50 mg/ml sus or fr 60 ml,0.81,83656,claritromicina 50 mg/ml sus or fr 60 ml,0.72,83656,claritromicina 50 mg/ml sus or fr 60 ml,0.91,83656,claritromicina 50 mg/ml sus or fr 60 ml,0.791328511254073,92888,lipiodol 480 mg/ml 10ml,0.9697315692901611,0.8402120161088469,0.9697315692901611,0.09924586783977549,spacy,92888,lipiodol 480 mg/ml 10ml
LUVA CIRURGICA 7.0 C/PO,PRODUTOS PARA SAUDE,9,"['BE CARE', 'LEMGRUBER', 'MUCAMBO', 'SANRO']",87528,"luva cirurgica esteril nº 7,0",0.88,87528,"luva cirurgica esteril nº 7,0",0.77,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87528,"luva cirurgica esteril nº 7,0",0.8252928346938173,87627,catgut simples 5-0 ag 2.0 1/2 cil (g320t),0.865635871887207,0.8401857413162048,0.88,0.04408323417008428,fuzz_token_set,87528,"luva cirurgica esteril nº 7,0"
GABAPENTINA (400MG CAPSULA) C1,GABAPENTINA,2,"['BIOLAB', 'EMS']",86592,gabapentina 400 mg cap dura,0.82,86592,gabapentina 400 mg cap dura,0.75,86771,esilato de nintedanibe 150 mg cap mole ofev,0.86,86592,gabapentina 400 mg cap dura,0.8366000589425446,86673,crizotinibe 250 mg cap dur xalkori,0.9342820644378662,0.8401764246760821,0.9342820644378662,0.06670927905008507,spacy,86673,crizotinibe 250 mg cap dur xalkori
AMPICILINA SODICA (500MG PO INJ IV/IM),AMPICILINA SODICA,2,"['BLAU', 'TEUTO']",83646,ampicilina sodica 1 g po liof inj fa,0.8,83646,ampicilina sodica 1 g po liof inj fa,0.78,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,83646,ampicilina sodica 1 g po liof inj fa,0.809813940842446,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.9476853609085083,0.8394998603501908,0.9476853609085083,0.06727942557556596,spacy,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa
IBUPROFENO (100 MG/ML SUSPENSAO ORAL GOTAS 20ML),IBUPROFENO,2,"['COSMED', 'GERMED']",86870,ibuprofeno 100 mg/ml sus or fr got 20ml,0.85,86870,ibuprofeno 100 mg/ml sus or fr got 20ml,0.85,106036,mepolizumabe 100 mg caneta nucala,0.86,86870,ibuprofeno 100 mg/ml sus or fr got 20ml,0.6739141356478546,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.9629399180412292,0.8393708107378167,0.9629399180412292,0.1040393656145898,spacy,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml
SONDA DE ASPIRACAO TRAQUEAL,PRODUTOS PARA SAUDE,10,['MEDSONDA'],87555,sonda aspiracao traqueal siliconizada n° 12,0.94,87555,sonda aspiracao traqueal siliconizada n° 12,0.75,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87554,sonda aspiracao traqueal siliconizada n° 10,0.7677292604746124,100377,adaptador de sonda enteral seringa,0.878624439239502,0.8392707399428229,0.94,0.07939182577091518,fuzz_token_set,87555,sonda aspiracao traqueal siliconizada n° 12
TIOCOLCHICOSIDEO INJETAVEL ( 2MG/ML INJ 2ML),TIOCOLCHICOSIDEO,2,"['BLAU', 'FRESENIUS']",87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,0.78,87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,0.73,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,0.8475641703194817,86735,dropropizina 3 mg/ml xpe fr 120 ml,0.97846519947052,0.8392058739580005,0.97846519947052,0.0939769585539191,spacy,86735,dropropizina 3 mg/ml xpe fr 120 ml
ATORVASTATINA (10MG COMPRIMIDO),ATORVASTATINA CALCICA,1,['EMS'],86493,atorvastatina cálcica 40 mg com rev,0.87,86491,atorvastatina cálcica 10 mg com rev,0.7,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86491,atorvastatina cálcica 10 mg com rev,0.7648409488933781,87006,morfina 10 mg com,1.0,0.8389681897786755,1.0,0.11417482187591062,spacy,87006,morfina 10 mg com
TIGECICLINA INJETAVEL ( 50MG PO LIOF SOL INJ ),TIGECICLINA,3,"['CRISTALIA', 'EUROFARMA', 'UNIAO QUIMICA']",87244,tigeciclina 50 mg po liof inj fa,0.84,87244,tigeciclina 50 mg po liof inj fa,0.73,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87244,tigeciclina 50 mg po liof inj fa,0.8378622000905681,86505,"beclometasona, dipropionato 50 mcg/dose sol aer fr ",0.9268090724945068,0.8389342545170149,0.9268090724945068,0.07077200397868637,spacy,86505,"beclometasona, dipropionato 50 mcg/dose sol aer fr "
DEXAMETASONA (2MG/ML SOLUCAO INJETAVEL 1ML),FOSFATO DISSODICO DE DEXAMETASONA,2,"['FARMACE', 'HYPOFARMA']",83665,"dexametasona, fosfato dissodico 4 mg/ml sol inj im/iv amp 2,5 ml",0.85,102325,"dexametasona 0,1mg/ml sem corante 120ml",0.69,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86693,dexametasona 4 mg com,0.8085292815811274,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.985535204410553,0.838812897198336,0.985535204410553,0.10625894759420595,spacy,110280,dipiridamol 5mg/ml sol inj amp 2ml
HEMITARTARATO DE ZOLPIDEM (10MG CP REV  ),HEMITARTARATO DE ZOLPIDEM,3,"['EMS', 'FQM', 'ZYDUS']",87308,"zolpidem, hemitartarato 5 mg com sl",0.79,87308,"zolpidem, hemitartarato 5 mg com sl",0.73,92737,indicador de limpeza atp,0.86,87308,"zolpidem, hemitartarato 5 mg com sl",0.9034795159969014,87127,dicloridrato de levocetirizina 5 mg com rev ,0.9098554253578186,0.8386669882709439,0.9098554253578186,0.07729900517111073,spacy,87127,dicloridrato de levocetirizina 5 mg com rev 
CLORIDRATO DE REMIFENTANILA (2MG PO LIOF INJ ) A1,CLORIDRATO DE REMIFENTANILA,2,"['CRISTALIA', 'EUROFARMA']",87156,remifentanila 2 mg po liof inj fa,0.86,87156,remifentanila 2 mg po liof inj fa,0.73,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87156,remifentanila 2 mg po liof inj fa,0.8317180812192119,86471,amoxicilina + clavulanato de potássio 1 g + 200 mg po liof inj fa,0.9112558960914612,0.8385947954621346,0.9112558960914612,0.0671493110678034,spacy,86471,amoxicilina + clavulanato de potássio 1 g + 200 mg po liof inj fa
TROMETAMOL CETOROLACO (SL 10 MG CP),TROMETAMOL CETOROLACO,1,['EMS'],86334,cetorolaco trometamina 10 mg com subl,0.86,86334,cetorolaco trometamina 10 mg com subl,0.86,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.7385197345202847,87308,"zolpidem, hemitartarato 5 mg com sl",0.8734958171844482,0.8384031103409466,0.8734958171844482,0.05614148147264086,spacy,87308,"zolpidem, hemitartarato 5 mg com sl"
ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,3,"['EUROFARMA ONCO', 'NOVARTIS']",87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.85,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.75,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.7823506733458062,86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp,0.9487012624740601,0.8382103871639732,0.9487012624740601,0.0770120051625428,spacy,86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp
